Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-395,-22,-397,,-84,-232,-578,,61,13,,,-57,-129,-251,,,-3,,,,,
,5387,20,538,,605,712,655,,650,745,,,864,771,729,,,5,,,,,
,-3748,-1,3812,,2828,3555,4681,,2424,2895,,,3611,3412,3708,,,-1,,,,,
,-1540,-18,1795,,912,1253,2344,,556,757,,,1115,1162,1387,,,-10,,,,,
,453,20,411,,205,56,354,,96,78,,,-83,69,80,,,9,,,,,
,-673,-20,-666,,-733,-859,-931,,-568,-770,,,-668,-716,-754,,,-5,,,,,
,575,18,-3842,,-2865,-3463,-4656,,-2449,-3008,,,-3380,-3352,-3729,,,5,,,,,
,1661,-29,-1548,,-744,-994,-2031,,-498,-729,,,-1040,-1084,-1314,,,-10,,,,,
,-1751,11,-255,,8,-107,-370,,43,-50,,,43,-46,-163,,,4,,,,,
,-277,-14,399,,566,534,695,,526,729,,,723,785,877,,,6,,,,,
,1824,3,3760,,2908,3526,4732,,2521,2976,,,3587,3431,3726,,,-5,,,,,
,-414,10,1984,,1034,1417,2387,,701,803,,,1233,1144,1274,,,,,,,,
,-734,15,497,,124,253,473,,-63,43,,,-145,35,120,,,-4,,,,,
,-652,-14,-812,,-797,-888,-989,,-729,-800,,,-844,-797,-828,,,4,,,,,
,82,-11,-4140,,-3126,-3840,-4958,,-2649,-3064,,,-3599,-3453,-3711,,,-4,,,,,
,-516,-1,-2010,,-1077,-1430,-2321,,-647,-785,,,-1237,-1163,-1353,,,-4,,,,,
,2326,14,-187,,28,-39,-330,,154,23,,,48,-32,-102,,,10,,,,,
,-1245,-14,863,,843,1024,854,,793,770,,,944,801,710,,,7,,,,,
,-132,1,4190,,3228,3845,5027,,2644,3097,,,3519,3350,3653,,,1,,,,,
,974,10,2066,,1260,1332,2437,,786,839,,,1258,1101,1338,,,-15,,,,,
,-1198,-29,359,,179,115,397,,41,4,,,120,89,153,,,4,,,,,
,73,-1,-712,,-691,-775,-874,,-741,-822,,,-874,-775,-807,,,-4,,,,,
,-117,19,-4037,,-3075,-3644,-4912,,-2682,-3064,,,-3633,-3441,-3823,,,-2,,,,,
,-72,-18,-2025,,-1180,-1453,-2401,,-765,-809,,,-1360,-1187,-1332,,,7,,,,,
,1954,1,-598,,-406,-372,-507,,-108,-46,,,-64,-100,-144,,,4,,,,,
,1841,1,404,,528,588,534,,583,733,,,742,738,736,,,-2,,,,,
,-3642,18,4004,,2943,3689,4797,,2460,3014,,,3415,3459,3809,,,6,,,,,
,1209,-20,2125,,1231,1650,2598,,780,796,,,1306,1219,1368,,,-5,,,,,
,-1642,-11,423,,249,288,511,,135,-11,,,246,189,167,,,-3,,,,,
,-52,-2,-703,,-713,-855,-780,,-653,-794,,,-793,-751,-709,,,4,,,,,
,1718,13,-3967,,-3077,-3736,-4829,,-2589,-3042,,,-3583,-3495,-3762,,,-1,,,,,
,-1088,,-1930,,-1098,-1376,-2381,,-701,-783,,,-1200,-1158,-1426,,,4,,,,,
,454,-13,-347,,-199,-54,-292,,-147,-5,,,-252,-149,-213,,,-7,,,,,
,-474,13,636,,608,752,817,,556,723,,,820,756,765,,,,,,,,
,133,-1,4032,,3034,3583,4845,,2603,2989,,,3661,3508,3875,,,-1,,,,,
,395,-11,1817,,1030,1226,2254,,738,769,,,1319,1221,1496,,,,,,,,
,102,,182,,104,152,411,,33,14,,,90,99,169,,,3,,,,,
,-891,-2,-480,,-560,-533,-582,,-628,-782,,,-759,-772,-859,,,7,,,,,
,-179,14,-3745,,-2869,-3505,-4663,,-2508,-2998,,,-3521,-3408,-3715,,,-1,,,,,
,-168,,-1951,,-953,-1437,-2382,,-631,-750,,,-1235,-1178,-1329,,,-3,,,,,
,847,-12,-512,,-198,-251,-462,,,30,,,-75,-114,-171,,,2,,,,,
,-803,,1028,,881,1010,979,,768,881,,,728,711,709,,,-2,,,,,
,1107,1,4283,,3235,3959,5051,,2604,3106,,,3404,3352,3759,,,-8,,,,,
,-282,-1,2045,,1105,1454,2564,,602,805,,,1037,1129,1470,,,-11,,,,,
,-151,-19,268,,82,21,402,,-12,13,,,149,107,131,,,8,,,,,
,278,20,-905,,-785,-960,-993,,-720,-792,,,-814,-865,-880,,,5,,,,,
,-607,-21,-4051,,-3105,-3778,-4967,,-2620,-3046,,,-3616,-3461,-3823,,,8,,,,,
,233,,-1798,,-1109,-1301,-2330,,-696,-791,,,-1226,-1087,-1377,,,5,,,,,
,66,-14,-454,,-198,-152,-333,,-69,-48,,,-110,-26,-110,,,-3,,,,,
,467,16,637,,732,717,808,,690,750,,,753,755,792,,,5,,,,,
,51,-2,3910,,3010,3588,4783,,2555,3004,,,3534,3459,3785,,,-13,,,,,
,-1078,2,1923,,1069,1452,2504,,647,775,,,1185,1180,1416,,,-5,,,,,
,7,-3,620,,266,365,547,,119,16,,,193,117,65,,,6,,,,,
,1523,-9,-476,,-602,-709,-686,,-595,-729,,,-763,-795,-845,,,-1,,,,,
,-1039,11,-4037,,-3032,-3835,-4938,,-2539,-3032,,,-3544,-3468,-3738,,,-2,,,,,
,2576,6,-2219,,-1164,-1649,-2593,,-640,-814,,,-1093,-1125,-1325,,,4,,,,,
,-2180,-8,-443,,-165,-190,-459,,-15,-25,,,-67,-101,-118,,,2,,,,,
,-1254,3,749,,763,943,829,,689,792,,,876,812,728,,,-5,,,,,
,475,-12,4168,,3000,3782,4957,,2549,3050,,,3681,3514,3813,,,6,,,,,
,1233,11,1945,,1015,1262,2442,,645,778,,,1227,1147,1484,,,-4,,,,,
,-861,-2,239,,72,-24,371,,-43,-21,,,-88,17,141,,,4,,,,,
,-297,-28,-597,,-680,-802,-855,,-682,-789,,,-910,-796,-842,,,-2,,,,,
,-420,19,-3992,,-3057,-3540,-4788,,-2619,-3006,,,-3615,-3437,-3820,,,-9,,,,,
,674,-22,-1830,,-962,-1317,-2317,,-612,-726,,,-1150,-1158,-1367,,,15,,,,,
,298,19,-177,,-1,-175,-342,,77,19,,,-71,-94,-49,,,-13,,,,,
,-994,2,704,,758,802,799,,782,798,,,915,783,767,,,,,,,,
,687,2,4205,,3207,3855,4926,,2717,3029,,,3782,3403,3730,,,4,,,,,
,-365,-21,2166,,1112,1527,2599,,651,807,,,1194,1135,1376,,,6,,,,,
,-178,,302,,48,126,439,,-41,,,,134,113,124,,,-11,,,,,
,182,-14,-928,,-800,-973,-889,,-683,-822,,,-775,-785,-742,,,9,,,,,
,423,14,-4109,,-3065,-3778,-4873,,-2600,-3035,,,-3738,-3517,-3731,,,3,,,,,
,-712,-13,-1965,,-1116,-1397,-2435,,-723,-809,,,-1231,-1179,-1460,,,-8,,,,,
,2579,,-286,,-118,-85,-451,,-27,-32,,,-28,-6,-257,,,1,,,,,
,-1897,3,780,,799,856,819,,695,757,,,877,827,785,,,-2,,,,,
,-1,11,4276,,3241,3763,4888,,2718,3052,,,3668,3452,3787,,,4,,,,,
,-337,-1,1879,,1111,1358,2324,,741,813,,,1203,1171,1390,,,2,,,,,
,-141,-10,353,,139,223,449,,5,74,,,10,92,100,,,-7,,,,,
,75,10,-704,,-715,-661,-713,,-792,-735,,,-919,-847,-900,,,-1,,,,,
,1169,-11,-4198,,-3298,-3751,-4885,,-2752,-3064,,,-3561,-3493,-3841,,,12,,,,,
,-636,,-2156,,-1185,-1595,-2540,,-665,-775,,,-1150,-1139,-1363,,,11,,,,,
,-447,10,-466,,-207,-293,-571,,-10,-6,,,-110,-75,-46,,,-11,,,,,
,774,-6,804,,694,830,806,,657,726,,,833,787,786,,,-9,,,,,
,-1230,-7,3955,,3040,3752,4826,,2571,2922,,,3681,3519,3882,,,9,,,,,
,444,10,2142,,1180,1461,2544,,693,740,,,1137,1221,1572,,,3,,,,,
,505,-18,416,,170,84,381,,50,-41,,,209,139,276,,,-5,,,,,
,579,,-865,,-785,-976,-935,,-736,-783,,,-815,-805,-739,,,-2,,,,,
,-1160,15,-4038,,-3134,-3731,-4855,,-2682,-3011,,,-3742,-3527,-3875,,,8,,,,,
,536,-29,-2092,,-1220,-1417,-2428,,-770,-857,,,-1192,-1135,-1407,,,-3,,,,,
,-282,3,-91,,-25,-55,-256,,8,-13,,,-94,-77,-101,,,-3,,,,,
,-202,,752,,762,766,805,,737,798,,,808,747,767,,,-3,,,,,
,360,8,3605,,2868,3496,4668,,2543,3000,,,3551,3435,3785,,,4,,,,,
,520,-7,2261,,1217,1555,2562,,735,790,,,1156,1115,1325,,,-1,,,,,
,-936,10,511,,206,343,478,,84,11,,,143,105,35,,,-8,,,,,
,304,9,-1179,,-813,-850,-944,,-769,-787,,,-885,-753,-783,,,-3,,,,,
,390,2,-4286,,-3002,-3716,-4765,,-2578,-2985,,,-3639,-3438,-3729,,,12,,,,,
,219,-1,-1383,,-964,-1268,-2115,,-690,-709,,,-1265,-1142,-1288,,,4,,,,,
,-512,1,576,,201,134,-170,,66,60,,,-109,-133,-245,,,-6,,,,,
,-186,-11,943,,775,961,797,,661,770,,,729,734,564,,,-6,,,,,
,-240,11,3458,,2844,3620,4812,,2510,2944,,,3649,3520,3838,,,-5,,,,,
,5528,-29,2191,,1137,1396,2531,,783,758,,,1284,1173,1523,,,3,,,,,
,-3670,,288,,142,119,341,,73,66,,,121,79,212,,,10,,,,,
,-1741,16,-749,,-685,-676,-787,,-676,-761,,,-756,-764,-788,,,2,,,,,
,525,-26,-3816,,-2924,-3395,-4677,,-2496,-3002,,,-3508,-3431,-3874,,,-6,,,,,
,2058,8,-1976,,-989,-1345,-2395,,-556,-773,,,-1126,-1190,-1420,,,-1,,,,,
,-2866,2,-331,,-34,-223,-455,,85,3,,,-60,-177,-165,,,-2,,,,,
,7361,-1,421,,578,649,723,,575,786,,,727,717,753,,,4,,,,,
,-333,3,3782,,2818,3591,4693,,2397,2988,,,3533,3448,3763,,,-1,,,,,
,-3763,-3,2055,,1016,1451,2450,,630,728,,,1286,1217,1357,,,-4,,,,,
,874,1,329,,116,128,426,,2,-29,,,-14,132,194,,,2,,,,,
,-3836,-11,-616,,-614,-857,-780,,-579,-776,,,-743,-800,-807,,,-12,,,,,
,-445,11,-4067,,-3150,-3886,-4984,,-2608,-3077,,,-3527,-3454,-3720,,,5,,,,,
,261,-29,-1948,,-1136,-1448,-2398,,-706,-853,,,-1228,-1098,-1228,,,15,,,,,
,-197,18,-102,,-10,52,-160,,34,-28,,,-68,-7,-30,,,-3,,,,,
,438,10,817,,807,850,818,,763,800,,,929,824,778,,,-2,,,,,
,5100,1,3839,,3036,3492,4650,,2624,3001,,,3677,3476,3746,,,-5,,,,,
,-3736,-10,1758,,1028,1153,2124,,665,794,,,1136,1125,1279,,,-1,,,,,
,-2229,-29,411,,19,150,400,,-148,-13,,,-154,-15,70,,,3,,,,,
,836,39,-623,,-809,-648,-692,,-814,-763,,,-862,-786,-791,,,10,,,,,
,-357,,-4135,,-3147,-3684,-4907,,-2652,-2998,,,-3561,-3533,-3901,,,-8,,,,,
,268,-45,-2072,,-1154,-1554,-2523,,-650,-785,,,-1149,-1247,-1499,,,-2,,,,,
,-124,5,-439,,-109,-274,-441,,-3,33,,,-207,-164,-194,,,-12,,,,,
,31,1,676,,754,887,880,,692,792,,,688,760,730,,,14,,,,,
,140,-10,4144,,3160,3956,5031,,2681,3030,,,3735,3530,3792,,,-3,,,,,
,1038,40,2200,,1196,1565,2618,,745,830,,,1272,1189,1453,,,-4,,,,,
,-428,-2,361,,181,85,395,,13,30,,,74,85,162,,,10,,,,,
,-138,-32,-730,,-676,-918,-930,,-685,-765,,,-841,-752,-751,,,-8,,,,,
,163,-4,-4106,,-3074,-3685,-4833,,-2618,-3001,,,-3603,-3467,-3796,,,10,,,,,
,-456,1,-2054,,-1211,-1362,-2332,,-806,-792,,,-1353,-1188,-1345,,,-10,,,,,
,-383,1,-510,,-354,-306,-500,,-160,-91,,,-152,-117,-106,,,8,,,,,
,424,1,607,,601,626,728,,671,753,,,882,778,785,,,,,,,,
,-61,-12,3910,,3007,3585,4795,,2570,3026,,,3584,3489,3888,,,-5,,,,,
,3154,10,1620,,895,1367,2464,,572,790,,,1199,1226,1500,,,,,,,,
,-3693,9,69,,-23,218,463,,-51,25,,,103,151,174,,,-7,,,,,
,133,-8,43,,-286,-554,-543,,-466,-756,,,-714,-747,-794,,,10,,,,,
,1126,-2,-3151,,-2505,-3412,-4540,,-2283,-2959,,,-3486,-3478,-3835,,,7,,,,,
,-373,-13,-1328,,-723,-1242,-2213,,-525,-756,,,-1302,-1224,-1361,,,-1,,,,,
,-714,-12,-929,,-343,-412,-722,,-150,-64,,,-177,-110,-199,,,-11,,,,,
,-92,-1,603,,581,847,840,,520,762,,,715,729,680,,,10,,,,,
,-128,,4255,,3109,3801,4938,,2614,3038,,,3635,3466,3742,,,3,,,,,
,2667,16,1996,,1141,1289,2287,,820,754,,,1353,1187,1395,,,-9,,,,,
,-907,7,764,,353,280,548,,112,18,,,53,92,165,,,-3,,,,,
,-1547,-28,-545,,-529,-593,-693,,-582,-761,,,-751,-804,-790,,,-7,,,,,
,-14,5,-3772,,-2863,-3483,-4756,,-2511,-3026,,,-3499,-3436,-3847,,,3,,,,,
,1,,-2039,,-1067,-1410,-2462,,-631,-835,,,-1157,-1127,-1386,,,6,,,,,
,268,-5,-659,,-345,-390,-600,,-54,-108,,,-57,-72,-224,,,-6,,,,,
,141,1,602,,738,676,693,,744,808,,,818,757,656,,,5,,,,,
,-133,-10,3812,,2968,3638,4704,,2530,3052,,,3613,3435,3707,,,15,,,,,
,700,10,1993,,986,1479,2546,,530,845,,,965,1070,1332,,,-12,,,,,
,-962,,371,,73,133,427,,-64,,,,38,81,79,,,-16,,,,,
,953,-5,-841,,-717,-875,-906,,-712,-773,,,-810,-781,-751,,,18,,,,,
,1461,-5,-4144,,-3083,-3803,-4983,,-2548,-3028,,,-3613,-3486,-3711,,,14,,,,,
,-1890,24,-1949,,-1110,-1460,-2460,,-571,-851,,,-1070,-1136,-1310,,,-9,,,,,
,-329,-23,-294,,-77,-11,-278,,-50,-96,,,8,24,71,,,-15,,,,,
,247,8,721,,758,854,840,,733,705,,,945,828,851,,,,,,,,
,-84,3,4112,,3185,3710,4966,,2680,3090,,,3439,3398,3782,,,4,,,,,
,-246,-2,1930,,1056,1229,2278,,698,835,,,1057,1096,1419,,,3,,,,,
,588,3,265,,25,51,248,,-37,-20,,,148,106,145,,,8,,,,,
,-846,-16,-562,,-719,-675,-768,,-714,-809,,,-720,-722,-775,,,-6,,,,,
,498,-8,-4059,,-3153,-3710,-4847,,-2699,-3051,,,-3610,-3443,-3709,,,-10,,,,,
,-377,19,-2061,,-1129,-1586,-2540,,-685,-805,,,-1300,-1212,-1391,,,1,,,,,
,305,-12,-508,,-141,-361,-565,,27,4,,,-138,-91,-113,,,,,,,,
,-28,-18,692,,763,825,796,,742,720,,,879,786,761,,,,,,,,
,-160,23,3981,,3078,3847,4883,,2691,2977,,,3857,3519,3735,,,6,,,,,
,-119,-21,2107,,1199,1532,2515,,836,788,,,1330,1209,1355,,,17,,,,,
,214,4,523,,295,230,614,,62,42,,,-128,84,179,,,-8,,,,,
,-476,2,-678,,-659,-897,-858,,-654,-768,,,-799,-822,-848,,,-5,,,,,
,49,11,-4075,,-3141,-3753,-4943,,-2627,-2975,,,-3558,-3521,-3904,,,-8,,,,,
,-41,-19,-2042,,-1215,-1320,-2331,,-790,-721,,,-1304,-1219,-1400,,,4,,,,,
,154,-15,-353,,-99,-149,-376,,-28,-14,,,-167,-146,-200,,,2,,,,,
,198,20,724,,647,718,852,,675,800,,,799,730,728,,,-3,,,,,
,2153,-13,3803,,2995,3534,4751,,2650,3078,,,3684,3458,3815,,,1,,,,,
,-1818,8,1843,,1073,1345,2282,,629,780,,,1295,1259,1439,,,6,,,,,
,-152,-9,711,,276,380,558,,-23,-18,,,80,174,115,,,-14,,,,,
,-78,14,-608,,-591,-702,-771,,-590,-851,,,-650,-629,-663,,,2,,,,,
,310,-24,-4079,,-2998,-3758,-4919,,-2467,-3061,,,-3451,-3409,-3703,,,2,,,,,
,-474,10,-1749,,-968,-1420,-2356,,-581,-808,,,-1197,-1237,-1465,,,1,,,,,
,-274,12,-364,,-157,-144,-443,,-112,-58,,,-309,-172,-186,,,-7,,,,,
,605,,676,,662,922,937,,599,801,,,747,761,773,,,14,,,,,
,-447,-2,4061,,3060,3720,4948,,2553,3075,,,3558,3503,3816,,,1,,,,,
,796,-1,1753,,914,1175,2274,,622,791,,,1234,1142,1408,,,-6,,,,,
,86,-8,249,,-6,-67,268,,11,47,,,118,51,127,,,-11,,,,,
,-101,-4,-667,,-787,-813,-812,,-772,-746,,,-886,-777,-819,,,6,,,,,
,-380,-15,-3981,,-3135,-3604,-4776,,-2679,-3042,,,-3656,-3408,-3847,,,5,,,,,
,192,4,-2044,,-1116,-1366,-2331,,-693,-808,,,-1242,-1145,-1353,,,,,,,,
,-123,12,-461,,-106,-223,-430,,-11,-38,,,-92,-89,-11,,,-10,,,,,
,2303,,803,,892,792,841,,819,785,,,903,798,858,,,3,,,,,
,-2721,,4147,,3192,3817,4960,,2663,3007,,,3617,3485,3836,,,9,,,,,
,-29,-19,2176,,1200,1663,2595,,724,765,,,1308,1232,1435,,,-15,,,,,
,6157,,665,,302,358,630,,114,68,,,153,121,216,,,11,,,,,
,-3585,-1,-646,,-632,-780,-750,,-640,-726,,,-854,-815,-769,,,3,,,,,
,-2313,15,-4123,,-3077,-3800,-4982,,-2595,-2951,,,-3650,-3548,-3938,,,3,,,,,
,213,-15,-2168,,-1278,-1527,-2588,,-854,-785,,,-1450,-1269,-1483,,,-1,,,,,
,-5,3,-613,,-387,-220,-483,,-262,-42,,,-253,-150,-176,,,2,,,,,
,-257,-1,670,,624,785,868,,608,761,,,785,738,763,,,,,,,,
,525,,4125,,3126,3641,4869,,2688,3016,,,3593,3396,3694,,,-6,,,,,
,1037,-2,2018,,1153,1319,2400,,749,802,,,1175,1166,1381,,,-2,,,,,
,-1369,-7,336,,184,214,478,,81,39,,,162,144,154,,,10,,,,,
,7881,9,-611,,-586,-558,-668,,-628,-813,,,-663,-741,-782,,,6,,,,,
,-3110,-2,-3773,,-2861,-3528,-4719,,-2442,-3099,,,-3401,-3394,-3738,,,-15,,,,,
,-3806,-17,-1945,,-996,-1446,-2403,,-528,-821,,,-1135,-1067,-1256,,,2,,,,,
,-853,18,-568,,-313,-408,-565,,-96,-65,,,-128,-46,-45,,,3,,,,,
,1785,-1,563,,548,705,681,,585,797,,,792,764,794,,,3,,,,,
,-1819,-14,3924,,2917,3741,4786,,2529,3035,,,3531,3492,3835,,,,,,,,
,-516,14,1844,,894,1279,2258,,540,726,,,1191,1191,1437,,,-16,,,,,
,-23,,122,,9,-89,206,,-80,-9,,,106,112,134,,,-2,,,,,
,3737,,-1544,,-995,-1208,-1343,,-796,-805,,,-834,-746,-776,,,,,,,,
,-3842,-17,-4772,,-3255,-3868,-5113,,-2626,-3007,,,-3609,-3477,-3818,,,4,,,,,
,-188,,-1171,,-764,-882,-1672,,-594,-715,,,-1262,-1183,-1314,,,,,,,,
,4030,,739,,342,229,80,,209,-21,,,20,-46,-53,,,9,,,,,
,-3832,-7,-76,,534,445,435,,755,627,,,1015,894,825,,,-2,,,,,
,2080,,3209,,2833,3439,4670,,2593,2912,,,3657,3539,3896,,,-2,,,,,
,-2387,7,1770,,971,1387,2388,,626,789,,,1141,1129,1366,,,6,,,,,
,220,,-70,,-2,171,351,,-89,98,,,19,27,-20,,,-6,,,,,
,5095,,-1048,,-743,-833,-852,,-717,-688,,,-818,-858,-948,,,-12,,,,,
,2111,-33,-4521,,-3139,-3848,-4925,,-2629,-3000,,,-3685,-3564,-3884,,,,,,,,
,-3629,35,-2217,,-1119,-1552,-2405,,-656,-764,,,-1290,-1227,-1395,,,20,,,,,
,-3912,-2,-625,,-255,-226,-442,,-54,71,,,-94,-103,-148,,,-3,,,,,
,289,,-109,,378,666,654,,530,786,,,754,800,700,,,,,,,,
,-274,-7,3719,,2992,3664,4871,,2608,3002,,,3576,3502,3850,,,,,,,,
,153,7,2196,,1196,1392,2545,,811,715,,,1244,1241,1558,,,1,,,,,
,121,-41,203,,133,-46,302,,189,-105,,,286,191,290,,,2,,,,,
,5836,33,-1269,,-932,-1041,-1074,,-685,-888,,,-691,-723,-743,,,2,,,,,
,-3707,,-4179,,-3140,-3729,-4927,,-2575,-3069,,,-3516,-3469,-3827,,,-6,,,,,
,-1633,1,-2206,,-1242,-1475,-2352,,-729,-812,,,-1178,-1134,-1329,,,-1,,,,,
,-355,,-570,,-207,-260,-391,,-89,-57,,,-175,-82,-22,,,,,,,,
,-482,,580,,689,625,649,,657,744,,,742,735,825,,,2,,,,,
,447,-23,3905,,3017,3639,4776,,2616,3024,,,3648,3438,3788,,,-3,,,,,
,301,24,2055,,1108,1593,2525,,687,867,,,1217,1189,1387,,,6,,,,,
,-127,-48,120,,-56,122,295,,-148,-12,,,10,110,161,,,-3,,,,,
,-197,1,-908,,-817,-973,-955,,-742,-855,,,-775,-765,-721,,,-5,,,,,
,4138,9,-3986,,-3005,-3759,-4950,,-2482,-3029,,,-3592,-3544,-3892,,,,,,,,
,-3701,-12,-1557,,-807,-1143,-2138,,-507,-708,,,-1326,-1292,-1539,,,1,,,,,
,-131,13,-57,,42,153,-198,,-11,,,,-168,-132,-212,,,9,,,,,
,-718,1,827,,789,975,965,,623,767,,,735,817,872,,,-4,,,,,
,1402,3,4063,,3094,3705,4897,,2606,3019,,,3651,3497,3895,,,-5,,,,,
,-1566,-25,1948,,1086,1291,2359,,744,804,,,1323,1177,1442,,,-3,,,,,
,-143,8,258,,115,140,345,,-16,43,,,117,75,8,,,4,,,,,
,456,12,-774,,-805,-712,-784,,-797,-780,,,-882,-836,-959,,,16,,,,,
,97,-26,-4028,,-3109,-3680,-4826,,-2635,-3012,,,-3520,-3460,-3915,,,2,,,,,
,-63,13,-1961,,-1124,-1497,-2430,,-698,-747,,,-1389,-1240,-1385,,,-9,,,,,
,180,14,-517,,-189,-284,-546,,41,-2,,,-84,-53,-57,,,-3,,,,,
,-149,-2,707,,721,846,810,,738,734,,,895,832,868,,,-1,,,,,
,-303,-24,4365,,3189,3894,4918,,2667,2936,,,3724,3543,3839,,,-3,,,,,
,632,-4,2022,,1128,1456,2524,,867,768,,,1442,1320,1531,,,1,,,,,
,-164,1,349,,190,93,344,,170,-24,,,317,188,290,,,3,,,,,
,359,-2,-629,,-614,-832,-826,,-658,-848,,,-826,-776,-637,,,-3,,,,,
,433,17,-4220,,-3170,-3827,-5019,,-2664,-3063,,,-3579,-3456,-3776,,,-3,,,,,
,-355,4,-2206,,-1302,-1424,-2531,,-816,-829,,,-1260,-1177,-1473,,,-11,,,,,
,-392,-30,-520,,-357,-254,-471,,-228,-64,,,-160,-86,-107,,,14,,,,,
,-220,3,487,,522,588,701,,526,764,,,649,734,827,,,15,,,,,
,-197,-6,3835,,2964,3513,4726,,2535,3033,,,3471,3453,3892,,,-15,,,,,
,76,17,2074,,1138,1471,2530,,757,831,,,1315,1224,1413,,,3,,,,,
,173,-5,594,,201,417,669,,-12,22,,,-25,61,118,,,-17,,,,,
,882,3,-616,,-599,-673,-647,,-667,-759,,,-887,-787,-780,,,6,,,,,
,-1045,-11,-3944,,-2940,-3691,-4808,,-2488,-2978,,,-3521,-3518,-3832,,,8,,,,,
,360,9,-1776,,-932,-1407,-2355,,-549,-728,,,-1260,-1280,-1478,,,1,,,,,
,-251,4,-269,,-41,-129,-442,,91,39,,,-99,-170,-237,,,2,,,,,
,713,-14,490,,622,851,825,,687,792,,,899,775,619,,,,,,,,
,-613,12,3983,,3106,3750,4865,,2651,3103,,,3613,3447,3698,,,-8,,,,,
,500,-2,1941,,1136,1385,2395,,683,869,,,1116,1095,1348,,,1,,,,,
,590,-25,403,,259,130,368,,128,37,,,135,46,22,,,-2,,,,,
,-550,15,-481,,-534,-682,-773,,-619,-790,,,-842,-770,-766,,,4,,,,,
,108,-22,-3871,,-3018,-3526,-4713,,-2602,-3029,,,-3550,-3387,-3811,,,-2,,,,,
,297,,-2041,,-1220,-1410,-2350,,-765,-867,,,-1173,-1079,-1291,,,2,,,,,
,233,,-620,,-356,-363,-485,,-179,-116,,,-166,-60,90,,,-3,,,,,
,388,-2,806,,750,701,706,,762,784,,,715,749,738,,,-4,,,,,
,-325,6,3910,,3013,3628,4669,,2641,3029,,,3607,3482,3747,,,-1,,,,,
,-1267,-7,1764,,978,1378,2306,,638,760,,,1268,1165,1380,,,1,,,,,
,3347,4,469,,205,314,552,,58,63,,,128,70,134,,,-3,,,,,
,1207,-2,-548,,-609,-760,-752,,-624,-735,,,-744,-681,-659,,,1,,,,,
,1036,-1,-3877,,-2909,-3744,-4863,,-2513,-2985,,,-3607,-3464,-3767,,,4,,,,,
,-3687,-10,-2124,,-1134,-1499,-2544,,-681,-785,,,-1160,-1118,-1262,,,22,,,,,
,-1550,21,-664,,-308,-205,-530,,-179,-160,,,-20,-22,-10,,,-9,,,,,
,249,-11,657,,733,763,761,,610,694,,,762,779,820,,,-11,,,,,
,6009,9,4103,,3104,3681,4846,,2631,3007,,,3553,3435,3783,,,7,,,,,
,-3758,-9,2081,,1188,1398,2536,,854,826,,,1180,1111,1262,,,5,,,,,
,-2420,31,291,,104,214,495,,42,47,,,103,46,37,,,-9,,,,,
,212,-28,-839,,-766,-681,-833,,-722,-727,,,-796,-838,-922,,,3,,,,,
,597,3,-3991,,-3015,-3576,-4774,,-2564,-2985,,,-3545,-3479,-3741,,,-10,,,,,
,432,-16,-1908,,-1091,-1475,-2466,,-634,-734,,,-1208,-1186,-1379,,,14,,,,,
,922,18,-270,,-149,-262,-432,,-40,11,,,-239,-157,-143,,,,,,,,
,-1835,20,519,,514,721,759,,540,751,,,714,733,719,,,,,,,,
,-362,-32,3735,,2797,3722,4814,,2346,2960,,,3514,3418,3621,,,-12,,,,,
,3330,-11,2229,,1144,1576,2545,,603,742,,,1222,1157,1337,,,-5,,,,,
,-3176,43,243,,77,90,383,,-81,-41,,,34,100,193,,,13,,,,,
,417,-15,-1295,,-883,-1073,-1017,,-712,-811,,,-719,-744,-727,,,-2,,,,,
,369,-14,-4315,,-3117,-3748,-4975,,-2604,-2976,,,-3597,-3461,-3854,,,-11,,,,,
,-953,-3,-1602,,-870,-1165,-2255,,-611,-665,,,-1368,-1215,-1410,,,8,,,,,
,489,,25,,46,63,-245,,44,24,,,-64,-156,-193,,,4,,,,,
,-79,-1,910,,831,920,885,,765,838,,,845,797,803,,,-5,,,,,
,774,-11,4409,,3277,3793,4966,,2758,3095,,,3599,3452,3784,,,-7,,,,,
,-305,-7,1178,,743,1029,1949,,647,724,,,1232,1162,1333,,,2,,,,,
,2611,8,164,,-69,79,278,,-81,-17,,,14,108,114,,,18,,,,,
,-2956,11,-325,,-640,-667,-662,,-682,-851,,,-731,-722,-742,,,-6,,,,,
,120,,-4049,,-3016,-3777,-5009,,-2535,-3113,,,-3508,-3427,-3782,,,-16,,,,,
,-651,-6,-2432,,-1264,-1684,-2658,,-773,-834,,,-1314,-1151,-1215,,,4,,,,,
,816,13,-331,,-170,-206,-539,,-44,-13,,,-66,-57,-51,,,,,,,,
,-207,-13,855,,745,968,895,,669,810,,,934,767,706,,,9,,,,,
,-236,11,4164,,3157,3834,5029,,2655,3052,,,3748,3503,3841,,,7,,,,,
,577,-19,2134,,1173,1411,2516,,720,815,,,1284,1183,1505,,,-13,,,,,
