Packet Number (n), App Timestamp (us),Sensor Timestamp (us),1 (uV),2 (uV),3 (uV),4 (uV),5 (uV),6 (uV),7 (uV),8 (uV),9 (uV),10 (uV),11 (uV),12 (uV),13 (uV),14 (uV),15 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,1556,-28,-34,-110,623,-259713,,,,,,,,,,,,1,,,,,
,-2055,-15,412,1225,2253,-335242,,,,,,,,,,,,-5,,,,,
,614,18,1805,5251,8038,-15585,,,,,,,,,,,,5,,,,,
,-473,26,490,1507,1785,295148,,,,,,,,,,,,13,,,,,
,819,-33,20,-209,-337,314167,,,,,,,,,,,,-10,,,,,
,-603,4,-492,-731,-264,169375,,,,,,,,,,,,-2,,,,,
,2601,-13,-1811,-5842,-9415,-131343,,,,,,,,,,,,-3,,,,,
,-1376,-9,-449,-1240,-2437,-244701,,,,,,,,,,,,,,,,,
,-1591,9,27,116,-344,-133623,,,,,,,,,,,,5,,,,,
,367,-31,466,1274,2159,-94703,,,,,,,,,,,,-2,,,,,
,472,-1,1789,5132,9113,-20517,,,,,,,,,,,,-4,,,,,
,-34,13,394,1367,2347,67950,,,,,,,,,,,,-2,,,,,
,-440,-13,10,5,-401,186939,,,,,,,,,,,,5,,,,,
,-55,14,-419,-1165,-2472,282423,,,,,,,,,,,,-7,,,,,
,456,-30,-1765,-5170,-8433,98088,,,,,,,,,,,,3,,,,,
,496,-2,-459,-1506,-1663,-228289,,,,,,,,,,,,5,,,,,
,-1186,19,-36,-24,216,-359135,,,,,,,,,,,,-3,,,,,
,650,,448,1253,1670,-237136,,,,,,,,,,,,5,,,,,
,-147,-22,1820,5328,8116,90787,,,,,,,,,,,,5,,,,,
,316,-13,474,1461,2219,312531,,,,,,,,,,,,3,,,,,
,-120,13,-20,-117,566,202142,,,,,,,,,,,,-6,,,,,
,-383,9,-484,-1317,-1861,61013,,,,,,,,,,,,1,,,,,
,520,-5,-1813,-5242,-8887,-50328,,,,,,,,,,,,-2,,,,,
,-811,-12,-409,-1278,-2635,-125112,,,,,,,,,,,,-3,,,,,
,1209,-22,38,67,5,-111048,,,,,,,,,,,,2,,,,,
,-1130,17,419,1084,2661,-211813,,,,,,,,,,,,-11,,,,,
,218,-17,1751,5212,8756,-129810,,,,,,,,,,,,1,,,,,
,-432,4,464,1437,1771,157646,,,,,,,,,,,,11,,,,,
,173,-4,37,83,-410,297937,,,,,,,,,,,,-1,,,,,
,559,-9,-445,-1226,-2093,308582,,,,,,,,,,,,,,,,,
,340,18,-1820,-5532,-8259,-28903,,,,,,,,,,,,-1,,,,,
,-577,-5,-476,-807,-786,-321674,,,,,,,,,,,,-3,,,,,
,-620,-4,4,-604,-1568,-271476,,,,,,,,,,,,-1,,,,,
,2380,-29,472,1507,2007,-129161,,,,,,,,,,,,4,,,,,
,-2398,8,1833,5336,8497,119232,,,,,,,,,,,,,,,,,
,-36,-6,449,1291,2759,203797,,,,,,,,,,,,4,,,,,
,110,-1,-54,-88,230,83800,,,,,,,,,,,,-5,,,,,
,169,-9,-466,-1233,-2418,141783,,,,,,,,,,,,-10,,,,,
,128,16,-1761,-5162,-8895,66969,,,,,,,,,,,,10,,,,,
,33,-18,-430,-1316,-2289,-93780,,,,,,,,,,,,6,,,,,
,-53,15,-6,-97,552,-216624,,,,,,,,,,,,-5,,,,,
,-371,-14,423,1176,2390,-333394,,,,,,,,,,,,-4,,,,,
,287,-24,1785,5267,8163,-52741,,,,,,,,,,,,3,,,,,
,-168,4,477,1458,1717,276503,,,,,,,,,,,,7,,,,,
,214,20,42,100,-45,332802,,,,,,,,,,,,-2,,,,,
,-41,-24,-473,-1388,-1525,207543,,,,,,,,,,,,,,,,,
,-29,-5,-1839,-5298,-8160,-141145,,,,,,,,,,,,-13,,,,,
,-510,-4,-458,-1350,-2585,-271511,,,,,,,,,,,,7,,,,,
,845,12,16,45,-459,-153569,,,,,,,,,,,,10,,,,,
,-468,,484,1356,2060,-85716,,,,,,,,,,,,1,,,,,
,-34,-3,1788,5142,9030,23035,,,,,,,,,,,,-11,,,,,
,303,-9,407,1303,2497,72962,,,,,,,,,,,,3,,,,,
,-155,,1,25,-314,149259,,,,,,,,,,,,-7,,,,,
,97,-19,-416,-1211,-2534,264094,,,,,,,,,,,,6,,,,,
,1283,2,-1765,-5153,-8557,105841,,,,,,,,,,,,3,,,,,
,-1123,,-464,-1521,-1818,-186295,,,,,,,,,,,,2,,,,,
,-409,-1,-35,-93,249,-351928,,,,,,,,,,,,-6,,,,,
,1986,1,427,1667,2598,-228178,,,,,,,,,,,,-6,,,,,
,-2113,,1828,4783,7043,71073,,,,,,,,,,,,2,,,,,
,885,-13,470,1675,2431,325409,,,,,,,,,,,,-1,,,,,
,419,,-9,-100,498,236433,,,,,,,,,,,,,,,,,
,300,,-494,-1335,-1654,29452,,,,,,,,,,,,1,,,,,
,-1111,-18,-1795,-5203,-8737,-10490,,,,,,,,,,,,9,,,,,
,1,-14,-409,-1339,-2735,-518,,,,,,,,,,,,2,,,,,
,629,1,27,108,-118,434,,,,,,,,,,,,-2,,,,,
,-690,9,433,1130,2616,-2201,,,,,,,,,,,,-6,,,,,
,2388,-9,1764,5157,8816,11703,,,,,,,,,,,,-2,,,,,
,-3124,,432,1446,1870,9163,,,,,,,,,,,,1,,,,,
,651,-1,28,37,-467,4058,,,,,,,,,,,,2,,,,,
,-499,-21,-413,-1159,-2150,-2853,,,,,,,,,,,,-5,,,,,
,2142,,-1812,-5277,-7891,-20793,,,,,,,,,,,,,,,,,
,-2077,13,-478,-1478,-1835,-8335,,,,,,,,,,,,3,,,,,
,470,-13,-22,-29,-382,4512,,,,,,,,,,,,-19,,,,,
,33,,490,1277,1606,7634,,,,,,,,,,,,8,,,,,
,-403,-8,1827,5366,8335,16064,,,,,,,,,,,,20,,,,,
,548,-2,444,1328,2678,-1000,,,,,,,,,,,,-2,,,,,
,573,10,-48,-93,430,-4110,,,,,,,,,,,,-8,,,,,
,-910,-8,-461,-1249,-2314,1070,,,,,,,,,,,,4,,,,,
,-85,-44,-1767,-5174,-8899,-11010,,,,,,,,,,,,-6,,,,,
,549,25,-410,-1275,-2415,-3740,,,,,,,,,,,,4,,,,,
,414,34,-1,-76,469,-5334,,,,,,,,,,,,5,,,,,
,-1211,-34,409,891,2113,-1757,,,,,,,,,,,,-9,,,,,
,395,-38,1775,5902,9366,22304,,,,,,,,,,,,-12,,,,,
,694,36,471,863,631,6790,,,,,,,,,,,,17,,,,,
,-335,-34,16,241,74,1420,,,,,,,,,,,,-5,,,,,
,-879,,-461,-1274,-1513,-8508,,,,,,,,,,,,-5,,,,,
,2238,11,-1818,-5314,-7976,-20089,,,,,,,,,,,,12,,,,,
,-2057,-10,-459,-1397,-2539,-423,,,,,,,,,,,,1,,,,,
,1122,1,27,32,-455,4557,,,,,,,,,,,,-4,,,,,
,-1507,,474,1353,1917,4629,,,,,,,,,,,,-10,,,,,
,-69,-32,1797,5156,8858,10472,,,,,,,,,,,,3,,,,,
,-160,5,415,1285,2623,-388,,,,,,,,,,,,4,,,,,
,1686,8,-18,81,-110,4235,,,,,,,,,,,,-6,,,,,
,-1718,-11,-440,-1215,-2532,1212,,,,,,,,,,,,4,,,,,
,43,10,-1745,-5180,-8735,-14584,,,,,,,,,,,,13,,,,,
,1706,-1,-457,-1411,-1776,-9285,,,,,,,,,,,,-9,,,,,
,-1539,-17,-40,-107,476,-5020,,,,,,,,,,,,6,,,,,
,115,5,435,1237,1859,7352,,,,,,,,,,,,-5,,,,,
,-380,-19,1814,5248,7988,20262,,,,,,,,,,,,-11,,,,,
,180,,485,1545,1983,5826,,,,,,,,,,,,4,,,,,
,44,-14,8,-55,395,-4663,,,,,,,,,,,,-5,,,,,
,52,4,-500,-1365,-1543,-8705,,,,,,,,,,,,8,,,,,
,-14,10,-1824,-5223,-8605,-11799,,,,,,,,,,,,9,,,,,
,-241,2,-410,-1351,-2731,269,,,,,,,,,,,,-1,,,,,
,796,-1,54,97,-262,1447,,,,,,,,,,,,,,,,,
,-83,-11,448,1202,2479,-925,,,,,,,,,,,,,,,,,
,202,-2,1750,5069,8877,9954,,,,,,,,,,,,-11,,,,,
,1054,-19,422,1303,1774,7345,,,,,,,,,,,,7,,,,,
,-1564,1,18,596,577,7580,,,,,,,,,,,,11,,,,,
,438,,-421,-1699,-3354,37240,,,,,,,,,,,,-5,,,,,
,-685,-10,-1781,-5105,-7755,-19860,,,,,,,,,,,,-3,,,,,
,288,-2,-491,-1467,-1700,-298229,,,,,,,,,,,,-2,,,,,
,525,10,-21,-33,-209,-328400,,,,,,,,,,,,2,,,,,
,-211,-9,469,1256,1679,-161867,,,,,,,,,,,,3,,,,,
,-159,-20,1827,5362,8235,130288,,,,,,,,,,,,-6,,,,,
,-246,21,448,1376,2505,285200,,,,,,,,,,,,-7,,,,,
,-28,,-30,-138,508,132750,,,,,,,,,,,,3,,,,,
,487,-20,-472,-1246,-2152,79932,,,,,,,,,,,,14,,,,,
,-309,,-1782,-5212,-8966,15557,,,,,,,,,,,,-2,,,,,
,194,-12,-383,-1270,-2507,-97891,,,,,,,,,,,,-8,,,,,
,191,11,4,-10,312,-137958,,,,,,,,,,,,-2,,,,,
,-103,15,411,1127,2642,-269561,,,,,,,,,,,,2,,,,,
,-104,-14,1754,5234,8388,-90298,,,,,,,,,,,,11,,,,,
,-35,-32,465,1432,1730,245762,,,,,,,,,,,,-3,,,,,
,-83,1,35,99,-311,337212,,,,,,,,,,,,-4,,,,,
,397,20,-462,-1277,-1753,275227,,,,,,,,,,,,-13,,,,,
,-511,-22,-1818,-5365,-7940,-94892,,,,,,,,,,,,,,,,,
,-218,-13,-459,-1377,-2303,-327932,,,,,,,,,,,,13,,,,,
,1140,15,21,30,-469,-200524,,,,,,,,,,,,-1,,,,,
,-757,,496,1384,1828,-86817,,,,,,,,,,,,2,,,,,
,-109,,1794,5211,8764,93410,,,,,,,,,,,,-2,,,,,
,1224,8,405,1250,2730,126558,,,,,,,,,,,,-2,,,,,
,933,-40,-39,-201,-445,84198,,,,,,,,,,,,2,,,,,
,-1921,18,-442,-641,-1395,209454,,,,,,,,,,,,5,,,,,
,185,4,-1734,-5666,-9808,113713,,,,,,,,,,,,-5,,,,,
,851,-32,-434,-1268,-1780,-132338,,,,,,,,,,,,-5,,,,,
,-81,-3,-45,-92,637,-295896,,,,,,,,,,,,5,,,,,
,-900,14,423,1237,2050,-328618,,,,,,,,,,,,9,,,,,
,-473,-11,1819,5258,8039,11337,,,,,,,,,,,,-11,,,,,
,232,14,480,1531,1882,305914,,,,,,,,,,,,,,,,,
,83,-2,1,-24,196,305213,,,,,,,,,,,,4,,,,,
,-240,-11,-485,-1383,-1461,129542,,,,,,,,,,,,-3,,,,,
,-66,-2,-1828,-5238,-8487,-137071,,,,,,,,,,,,4,,,,,
,739,-19,-425,-1356,-2690,-203927,,,,,,,,,,,,-5,,,,,
,-86,-11,39,98,-345,-121100,,,,,,,,,,,,-1,,,,,
,-224,11,463,1244,2332,-112086,,,,,,,,,,,,-12,,,,,
,-76,18,1755,5123,9076,-58153,,,,,,,,,,,,5,,,,,
,-124,-28,400,1392,2170,72665,,,,,,,,,,,,5,,,,,
,-58,,26,,-449,216280,,,,,,,,,,,,3,,,,,
,25,11,-415,-1155,-2413,296731,,,,,,,,,,,,-5,,,,,
,-126,-32,-1785,-5220,-8279,84732,,,,,,,,,,,,5,,,,,
,94,19,-468,-1481,-1664,-264216,,,,,,,,,,,,5,,,,,
,525,3,-26,-31,-4,-354956,,,,,,,,,,,,-3,,,,,
,-371,-34,467,1269,1688,-208481,,,,,,,,,,,,-2,,,,,
,-301,-1,1821,5341,8173,102882,,,,,,,,,,,,-5,,,,,
,108,3,470,1409,2330,298203,,,,,,,,,,,,10,,,,,
,-122,11,-39,-119,600,165345,,,,,,,,,,,,2,,,,,
,441,2,-492,-1290,-2065,64130,,,,,,,,,,,,-6,,,,,
,-6,-14,-1778,-5393,-9247,-30933,,,,,,,,,,,,-3,,,,,
,83,-20,-405,-667,-1442,-89860,,,,,,,,,,,,2,,,,,
,-404,19,16,-608,-1032,-124298,,,,,,,,,,,,-4,,,,,
,128,-18,414,1291,3031,-256037,,,,,,,,,,,,9,,,,,
,455,,1761,5240,8606,-130804,,,,,,,,,,,,-12,,,,,
,-604,,464,1431,1750,187602,,,,,,,,,,,,4,,,,,
,47,-11,44,106,-363,313426,,,,,,,,,,,,10,,,,,
,-244,1,-444,-1242,-1933,296981,,,,,,,,,,,,2,,,,,
,271,8,-1822,-5358,-7877,-50897,,,,,,,,,,,,-7,,,,,
,-138,3,-480,-1400,-2155,-341709,,,,,,,,,,,,-9,,,,,
,62,-12,8,15,-452,-240120,,,,,,,,,,,,-6,,,,,
,347,-2,486,1332,1730,-108467,,,,,,,,,,,,5,,,,,
,-320,3,1819,5259,8605,107749,,,,,,,,,,,,2,,,,,
,-67,-10,429,1294,2784,166439,,,,,,,,,,,,10,,,,,
,-155,-23,-49,-10,136,83520,,,,,,,,,,,,-4,,,,,
,215,13,-466,-1252,-2487,175797,,,,,,,,,,,,-8,,,,,
,-229,,-1736,-5153,-8875,82865,,,,,,,,,,,,14,,,,,
,480,1,-417,-1347,-2151,-101519,,,,,,,,,,,,-12,,,,,
,-145,-12,-43,-139,555,-249954,,,,,,,,,,,,3,,,,,
,-276,,420,1216,2268,-324539,,,,,,,,,,,,-2,,,,,
,546,1,1796,5248,8073,-2451,,,,,,,,,,,,3,,,,,
,127,-1,489,1507,1791,302387,,,,,,,,,,,,9,,,,,
,-272,-31,32,53,79,327156,,,,,,,,,,,,,,,,,
,268,-2,-472,-1358,-1455,170678,,,,,,,,,,,,-2,,,,,
,112,2,-1837,-5292,-8346,-143779,,,,,,,,,,,,-14,,,,,
,-444,12,-452,-1438,-2770,-234619,,,,,,,,,,,,-1,,,,,
,10,-3,37,75,-426,-138786,,,,,,,,,,,,,,,,,
,-57,-4,475,1658,2924,-55431,,,,,,,,,,,,2,,,,,
,987,-5,1782,4665,8154,-6928,,,,,,,,,,,,1,,,,,
,-448,-11,401,1538,2686,78433,,,,,,,,,,,,6,,,,,
,-5,-14,-5,18,-398,193536,,,,,,,,,,,,-2,,,,,
,-387,15,-415,-1182,-2503,283940,,,,,,,,,,,,-11,,,,,
,537,-2,-1783,-5173,-8419,96365,,,,,,,,,,,,6,,,,,
,-1021,1,-467,-1517,-1688,-225229,,,,,,,,,,,,1,,,,,
,101,10,-34,-45,202,-352819,,,,,,,,,,,,,,,,,
,-317,-28,446,1278,1715,-227185,,,,,,,,,,,,14,,,,,
,272,16,1836,5305,8077,102088,,,,,,,,,,,,-2,,,,,
,990,-17,482,1470,2209,320892,,,,,,,,,,,,4,,,,,
,-542,11,-15,-100,611,209507,,,,,,,,,,,,-15,,,,,
,-530,-38,-506,-1313,-1848,61811,,,,,,,,,,,,1,,,,,
,814,17,-1810,-5217,-8856,-53200,,,,,,,,,,,,1,,,,,
,-545,10,-387,-1325,-2708,-125802,,,,,,,,,,,,11,,,,,
,-92,-10,7,69,13,-108196,,,,,,,,,,,,,,,,,
,464,,427,1138,2677,-198473,,,,,,,,,,,,-6,,,,,
,-226,,1776,5173,8721,-117055,,,,,,,,,,,,-11,,,,,
,-215,-38,447,1433,1797,163093,,,,,,,,,,,,,,,,,
,270,2,24,87,-368,301108,,,,,,,,,,,,-6,,,,,
,236,1,-421,-1209,-2099,307999,,,,,,,,,,,,9,,,,,
,-442,-4,-1818,-5348,-7946,-16023,,,,,,,,,,,,9,,,,,
,5,7,-478,-1431,-1977,-342630,,,,,,,,,,,,4,,,,,
,393,15,-4,21,-362,-269514,,,,,,,,,,,,3,,,,,
,278,-20,490,1072,1247,-124038,,,,,,,,,,,,,,,,,
,-895,2,1815,5966,9695,137513,,,,,,,,,,,,4,,,,,
,-58,-2,433,737,1653,228035,,,,,,,,,,,,-14,,,,,
,90,-30,-36,77,541,79723,,,,,,,,,,,,4,,,,,
,398,21,-457,-1232,-2409,138900,,,,,,,,,,,,,,,,,
,157,-19,-1772,-5140,-8887,61101,,,,,,,,,,,,-7,,,,,
,-24,-1,-410,-1329,-2321,-94662,,,,,,,,,,,,1,,,,,
,-39,,-21,-132,523,-213202,,,,,,,,,,,,6,,,,,
,-297,,416,1186,2445,-324134,,,,,,,,,,,,,,,,,
,122,-1,1792,5236,8139,-43244,,,,,,,,,,,,-14,,,,,
,-203,-14,482,1494,1792,283941,,,,,,,,,,,,10,,,,,
,136,14,40,96,-100,335683,,,,,,,,,,,,-5,,,,,
,-245,-6,-490,-1352,-1536,205653,,,,,,,,,,,,11,,,,,
,175,-19,-1826,-5297,-8135,-145075,,,,,,,,,,,,-5,,,,,
,-28,-4,-448,-1376,-2596,-273366,,,,,,,,,,,,2,,,,,
,-239,15,22,48,-455,-148606,,,,,,,,,,,,-6,,,,,
,-26,-12,467,1309,2014,-74808,,,,,,,,,,,,-2,,,,,
,22,-3,1800,5162,9026,38231,,,,,,,,,,,,1,,,,,
,-5,-1,405,1329,2523,87522,,,,,,,,,,,,13,,,,,
,-64,3,-19,20,-308,154618,,,,,,,,,,,,-14,,,,,
,-115,-4,-418,-1185,-2514,259587,,,,,,,,,,,,6,,,,,
,826,-29,-1760,-5162,-8607,96926,,,,,,,,,,,,-5,,,,,
,-617,-1,-455,-1485,-1710,-191329,,,,,,,,,,,,,,,,,
,-273,18,-39,-80,381,-345393,,,,,,,,,,,,-4,,,,,
,729,-1,441,1277,1789,-261363,,,,,,,,,,,,9,,,,,
,414,-17,1818,5265,8015,83967,,,,,,,,,,,,-1,,,,,
,1442,3,489,1342,1756,312757,,,,,,,,,,,,5,,,,,
,-2022,-1,-12,488,1557,266355,,,,,,,,,,,,-12,,,,,
,104,-2,-500,-1918,-2772,65797,,,,,,,,,,,,12,,,,,
,-148,1,-1799,-5055,-8435,-98887,,,,,,,,,,,,8,,,,,
,586,-2,-418,-1310,-2663,-149313,,,,,,,,,,,,-12,,,,,
,-485,1,29,101,-166,-104826,,,,,,,,,,,,-10,,,,,
,-137,-18,454,1165,2613,-162131,,,,,,,,,,,,15,,,,,
,650,,1762,5142,8895,-106183,,,,,,,,,,,,5,,,,,
,-1142,-24,412,1420,1905,129269,,,,,,,,,,,,-9,,,,,
,115,24,18,38,-463,277947,,,,,,,,,,,,-3,,,,,
,1001,-29,-420,-1153,-2229,307988,,,,,,,,,,,,,,,,,
,-590,24,-1799,-5332,-8026,19617,,,,,,,,,,,,8,,,,,
,-484,-34,-471,-1447,-1781,-330793,,,,,,,,,,,,-7,,,,,
,418,-3,-15,17,-290,-304530,,,,,,,,,,,,6,,,,,
,-255,19,469,1281,1649,-136617,,,,,,,,,,,,-7,,,,,
,284,-1,1821,5332,8315,133265,,,,,,,,,,,,4,,,,,
,-86,-19,447,1307,2635,250270,,,,,,,,,,,,1,,,,,
,-45,-13,-22,-93,434,101899,,,,,,,,,,,,-5,,,,,
,-115,14,-482,-1210,-2303,102242,,,,,,,,,,,,-2,,,,,
,343,-1,-1772,-5196,-8931,35959,,,,,,,,,,,,4,,,,,
,-740,3,-413,-1255,-2375,-95023,,,,,,,,,,,,-5,,,,,
,147,-2,-2,-81,397,-175726,,,,,,,,,,,,-5,,,,,
,-157,-32,427,1150,2568,-308874,,,,,,,,,,,,2,,,,,
,303,-2,1758,5241,8254,-78224,,,,,,,,,,,,6,,,,,
,86,17,474,1429,1710,257031,,,,,,,,,,,,-5,,,,,
,2317,3,48,48,-304,331460,,,,,,,,,,,,2,,,,,
,-2330,-31,-472,-1349,-1681,226565,,,,,,,,,,,,1,,,,,
,-76,-3,-1836,-4935,-7230,-101139,,,,,,,,,,,,-9,,,,,
,79,16,-446,-1821,-3410,-311121,,,,,,,,,,,,7,,,,,
,2616,6,16,193,-157,-178574,,,,,,,,,,,,-1,,,,,
,-2736,-16,490,1339,1930,-80678,,,,,,,,,,,,-1,,,,,
,282,1,1803,5167,8883,68083,,,,,,,,,,,,5,,,,,
,-105,-3,406,1303,2654,101165,,,,,,,,,,,,12,,,,,
,602,2,-22,28,-197,119290,,,,,,,,,,,,-8,,,,,
,-746,-3,-436,-1240,-2533,234334,,,,,,,,,,,,-17,,,,,
,139,-20,-1763,-5130,-8684,98294,,,,,,,,,,,,11,,,,,
,340,,-432,-1428,-1885,-152897,,,,,,,,,,,,,,,,,
,-39,17,-39,-86,520,-325264,,,,,,,,,,,,-3,,,,,
,48,,425,1266,1891,-297358,,,,,,,,,,,,-8,,,,,
,-121,-16,1816,5252,8061,53316,,,,,,,,,,,,11,,,,,
,490,-4,495,1487,1965,320456,,,,,,,,,,,,4,,,,,
,-303,-2,-8,-44,367,279845,,,,,,,,,,,,1,,,,,
,774,-1,-498,-1337,-1560,91892,,,,,,,,,,,,4,,,,,
,-1039,1,-1821,-5241,-8663,-120496,,,,,,,,,,,,-2,,,,,
,-196,2,-415,-1377,-2718,-176829,,,,,,,,,,,,2,,,,,
,1260,5,39,150,-221,-110424,,,,,,,,,,,,3,,,,,
,-1372,-11,470,1190,2461,-129632,,,,,,,,,,,,,,,,,
,170,12,1754,5108,8989,-82773,,,,,,,,,,,,-4,,,,,
,246,-28,410,1433,2033,99161,,,,,,,,,,,,,,,,,
,-718,14,23,29,-445,250667,,,,,,,,,,,,2,,,,,
,1375,2,-412,-1191,-2361,302798,,,,,,,,,,,,7,,,,,
,-1193,-19,-1793,-5442,-8468,41523,,,,,,,,,,,,-12,,,,,
,558,,-492,-862,-581,-282375,,,,,,,,,,,,-3,,,,,
,74,2,-24,-613,-1304,-333951,,,,,,,,,,,,,,,,,
,464,2,473,1447,2046,-175354,,,,,,,,,,,,-8,,,,,
,-1003,-3,1831,5364,8246,120794,,,,,,,,,,,,5,,,,,
,451,-1,455,1350,2471,277435,,,,,,,,,,,,2,,,,,
,-318,-1,-28,-101,553,129321,,,,,,,,,,,,,,,,,
,64,,-485,-1252,-2154,79747,,,,,,,,,,,,4,,,,,
,1474,-1,-1782,-5215,-8968,10332,,,,,,,,,,,,9,,,,,
,-1918,1,-393,-1260,-2536,-102293,,,,,,,,,,,,-3,,,,,
,331,-33,7,-52,309,-147562,,,,,,,,,,,,-2,,,,,
,540,7,411,1142,2656,-282504,,,,,,,,,,,,-9,,,,,
,-150,-3,1757,5246,8379,-107862,,,,,,,,,,,,2,,,,,
,-85,3,470,1412,1735,224512,,,,,,,,,,,,6,,,,,
,-383,-3,36,145,-268,324105,,,,,,,,,,,,-1,,,,,
,44,-31,-450,-1286,-1783,274605,,,,,,,,,,,,-3,,,,,
,-1,13,-1826,-5367,-7923,-90670,,,,,,,,,,,,-4,,,,,
,76,-17,-460,-1365,-2322,-329386,,,,,,,,,,,,10,,,,,
,83,-9,21,11,-452,-208414,,,,,,,,,,,,5,,,,,
,400,9,474,1342,1785,-94810,,,,,,,,,,,,-5,,,,,
,-683,3,1817,5219,8759,90483,,,,,,,,,,,,2,,,,,
,69,-12,406,1288,2732,128843,,,,,,,,,,,,-1,,,,,
,400,12,-31,6,-32,94881,,,,,,,,,,,,-8,,,,,
,3856,,-442,-1250,-2517,206241,,,,,,,,,,,,1,,,,,
,-3805,-12,-1752,-5128,-8781,93618,,,,,,,,,,,,3,,,,,
,194,-22,-437,-1416,-2063,-123715,,,,,,,,,,,,5,,,,,
,-523,4,-32,-250,286,-307345,,,,,,,,,,,,-2,,,,,
,-220,-1,409,1818,3187,-303301,,,,,,,,,,,,-1,,,,,
,219,2,1807,4637,6889,14899,,,,,,,,,,,,2,,,,,
,1582,-13,482,1678,2217,301661,,,,,,,,,,,,-4,,,,,
,-1430,23,11,35,247,306708,,,,,,,,,,,,-7,,,,,
,-439,-25,-479,-1402,-1534,127731,,,,,,,,,,,,,,,,,
,1125,5,-1813,-5205,-8433,-138591,,,,,,,,,,,,7,,,,,
,-1026,-4,-434,-1366,-2712,-204629,,,,,,,,,,,,,,,,,
,125,1,36,103,-347,-120852,,,,,,,,,,,,-3,,,,,
,315,,467,1224,2329,-107225,,,,,,,,,,,,2,,,,,
,-599,-19,1753,5099,9030,-51605,,,,,,,,,,,,1,,,,,
,504,-3,416,1417,2207,75198,,,,,,,,,,,,-5,,,,,
,393,3,7,25,-403,218031,,,,,,,,,,,,-3,,,,,
,-184,-12,-423,-1157,-2409,294831,,,,,,,,,,,,5,,,,,
,2302,,-1768,-5226,-8297,83149,,,,,,,,,,,,-2,,,,,
,-2810,-1,-474,-1507,-1682,-264678,,,,,,,,,,,,8,,,,,
,614,10,-33,-12,54,-351459,,,,,,,,,,,,3,,,,,
,-263,-9,467,1250,1650,-202047,,,,,,,,,,,,-1,,,,,
,1861,,1823,5355,8147,108393,,,,,,,,,,,,3,,,,,
,-2615,-20,473,1414,2342,301622,,,,,,,,,,,,-12,,,,,
,446,-1,-24,-135,571,167463,,,,,,,,,,,,-2,,,,,
,295,-10,-494,-1264,-1972,63888,,,,,,,,,,,,,,,,,
,-332,11,-1780,-5240,-8930,-19458,,,,,,,,,,,,-3,,,,,
,-100,,-418,-1271,-2622,-112300,,,,,,,,,,,,-1,,,,,
,727,-4,18,30,154,-124750,,,,,,,,,,,,,,,,,
,-413,6,422,898,2262,-251091,,,,,,,,,,,,2,,,,,
,456,-11,1756,5814,9688,-124004,,,,,,,,,,,,13,,,,,
,-366,-16,450,908,815,212246,,,,,,,,,,,,-3,,,,,
,-11,-5,53,196,-180,301738,,,,,,,,,,,,-10,,,,,
,462,20,-438,-1190,-1861,295976,,,,,,,,,,,,-4,,,,,
,-442,-15,-1818,-5388,-7897,-51921,,,,,,,,,,,,1,,,,,
,260,-5,-481,-1388,-2142,-343607,,,,,,,,,,,,-1,,,,,
,-310,1,-4,18,-422,-239472,,,,,,,,,,,,7,,,,,
,-316,,479,1314,1717,-103681,,,,,,,,,,,,-4,,,,,
,338,-13,1823,5288,8600,113008,,,,,,,,,,,,-4,,,,,
,-424,9,428,1268,2743,170090,,,,,,,,,,,,16,,,,,
,50,-31,-37,-8,137,84890,,,,,,,,,,,,-6,,,,,
,-86,20,-453,-1247,-2505,172355,,,,,,,,,,,,-4,,,,,
,222,2,-1764,-5139,-8853,79240,,,,,,,,,,,,7,,,,,
,49,-19,-431,-1328,-2127,-103697,,,,,,,,,,,,3,,,,,
,359,2,-3,-133,565,-252436,,,,,,,,,,,,-16,,,,,
,180,,420,1218,2245,-334510,,,,,,,,,,,,-9,,,,,
,-411,-5,1800,5242,8081,-19816,,,,,,,,,,,,15,,,,,
,-115,5,479,1489,1788,292101,,,,,,,,,,,,,,,,,
,238,-5,-4,66,115,324963,,,,,,,,,,,,6,,,,,
,152,-23,-456,-1398,-1547,170344,,,,,,,,,,,,-6,,,,,
,-265,18,-1822,-5264,-8297,-146881,,,,,,,,,,,,17,,,,,
,209,-22,-457,-1359,-2644,-240627,,,,,,,,,,,,-7,,,,,
,-550,,44,96,-365,-135564,,,,,,,,,,,,-8,,,,,
,843,1,470,1277,2126,-90055,,,,,,,,,,,,2,,,,,
,-276,-4,1765,5083,9019,-11378,,,,,,,,,,,,-10,,,,,
,-257,,407,1200,2040,56734,,,,,,,,,,,,-9,,,,,
,28,,-3,639,800,199335,,,,,,,,,,,,21,,,,,
,-282,-31,-413,-1801,-3663,281184,,,,,,,,,,,,-11,,,,,
,2566,,-1773,-4993,-8103,93033,,,,,,,,,,,,9,,,,,
,-2032,21,-452,-1482,-1650,-222743,,,,,,,,,,,,3,,,,,
,209,-17,-44,-23,235,-358045,,,,,,,,,,,,-8,,,,,
,-756,-12,449,1245,1732,-241672,,,,,,,,,,,,8,,,,,
,-2,11,1822,5300,8055,88270,,,,,,,,,,,,-12,,,,,
,-272,,474,1461,2181,313211,,,,,,,,,,,,-1,,,,,
