Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Fz (uV),P4 (uV),O1 (uV),O2 (uV),Ref (uV),AccX (mg),AccY (mg),AccZ (mg),Event A,Event B
,1537,,13,12,3,-1,-7,3,17,-2,8,,-3,4,9,12,-6,,,,,,
,-1588,10,5,-9,-3,-1,5,-5,-7,-15,-14,7,,2,7,-3,-3,-11,,,,,
,15,-10,-3,-10,-8,,-8,-5,-2,12,3,7,17,-2,1,-7,8,2,,,,,
,86,10,-5,-7,-7,2,3,-4,5,8,9,-6,2,,-16,3,-3,8,,,,,
,1894,-10,-6,-3,4,-5,1,-12,-2,-10,5,-6,-9,-5,6,,-11,-2,,,,,
,-1908,,-5,4,13,6,-5,4,-2,-4,-8,-11,-8,-1,1,-6,,-4,,,,,
,3047,9,12,10,-1,-10,10,4,-5,7,4,9,4,8,4,-2,14,,,,,,
,145,4,6,-13,-8,2,-14,13,-1,2,3,-1,7,1,-2,10,4,9,,,,,
,-2611,-31,4,5,-5,-7,-1,-9,1,-4,6,3,-6,-4,-4,-2,-12,3,,,,,
,-681,5,-3,2,-3,4,13,-4,6,-4,-3,3,-12,,,2,2,-8,,,,,
,-67,1,-4,-4,8,-2,3,4,-3,-5,1,,8,11,11,1,-7,-1,,,,,
,56,11,-4,5,-7,-3,6,5,-5,18,-6,,7,-16,-9,-1,8,1,,,,,
,-8,-1,-5,-7,1,-2,-8,-4,-4,-16,-13,-2,,4,1,17,-4,10,,,,,
,77,1,15,9,7,,-7,-7,-5,1,9,-4,8,1,3,-4,-2,4,,,,,
,52,-28,-6,4,19,1,20,14,10,6,-7,2,-3,-5,3,-6,1,-7,,,,,
,-63,-1,7,6,-11,1,-5,-5,-7,2,7,5,-8,8,-7,-5,1,-6,,,,,
,470,,-8,-9,-15,3,-4,-2,7,2,5,-19,-3,-3,-13,-15,-4,-11,,,,,
,-397,19,2,2,-9,-8,-5,-2,10,,2,8,3,,6,-1,-4,1,,,,,
,1548,-18,,-1,4,7,7,10,-14,-4,2,9,13,14,12,7,11,15,,,,,
,-1658,-21,-8,-4,13,15,-1,-5,5,7,-9,-11,-6,3,6,-4,1,-10,,,,,
,327,-9,,7,-2,-6,-5,3,5,-6,-8,6,14,-6,-3,6,-1,12,,,,,
,601,-4,3,13,14,-14,-1,-8,-1,-12,5,5,-5,-6,-11,-1,-4,7,,,,,
,-913,34,5,-15,2,7,-5,,-4,10,18,-4,-18,1,7,3,-14,-3,,,,,
,137,-11,-10,-22,-6,-3,4,-5,-10,4,-10,2,-3,-6,-1,5,19,-4,,,,,
,17,,11,5,5,16,15,-5,9,-2,-2,-2,5,14,-7,-3,3,-7,,,,,
,-125,-17,-2,13,-6,-10,-2,25,,-14,4,7,13,5,13,4,,1,,,,,
,22,,6,-3,,-12,-19,,5,5,-10,-1,-4,-11,9,-10,,-1,,,,,
,-74,-21,-7,,-5,5,-3,-10,-7,6,-10,-7,-6,-3,-17,-9,5,,,,,,
,27,4,-5,8,1,8,4,3,-2,-1,10,5,-3,,-10,3,-4,9,,,,,
,8,18,-3,-1,2,7,2,-8,9,4,-2,-17,,-9,-6,11,-16,-6,,,,,
,58,,10,-2,6,5,8,8,-11,-8,5,15,-7,9,15,4,3,-2,,,,,
,-2,-18,-4,7,-3,-8,4,3,-3,16,10,8,14,-4,-1,-1,,-2,,,,,
,-100,-2,,-6,-5,-11,-6,-8,5,-1,-6,-6,-4,-2,-13,2,-9,-3,,,,,
,1778,,12,2,-5,12,8,-2,-3,-13,-17,-7,-5,-10,15,-1,14,8,,,,,
,-1828,1,-10,2,-5,-2,-14,-12,7,4,4,,3,21,-1,1,-1,-8,,,,,
,19,-3,,-2,-1,-1,-5,4,-2,12,9,8,1,1,,-10,-2,5,,,,,
,-58,4,3,2,15,-7,-3,13,5,1,-11,-5,5,-6,-1,-7,-6,-7,,,,,
,335,-11,,-10,,-5,10,-3,3,-25,3,7,3,-7,6,11,9,2,,,,,
,-292,-1,-3,-8,-14,1,5,1,-11,4,10,,-15,15,-7,8,10,6,,,,,
,-0,-3,-2,-1,2,2,-15,-12,17,16,1,-4,8,2,2,-2,-3,-1,,,,,
,19,-18,,10,13,8,2,4,-1,-13,-1,-6,3,-5,8,-3,-5,8,,,,,
,961,,7,,-5,-8,21,7,-8,-14,,6,-8,-2,-4,-2,-3,,,,,,
,-621,5,5,6,2,5,2,-7,-7,14,-1,6,8,5,-4,-4,-5,-8,,,,,
,-496,1,-12,9,-2,-3,-9,9,14,5,9,5,,3,1,10,18,7,,,,,
,201,-4,5,-3,-2,15,-4,-5,6,2,-7,-2,-2,1,-11,-12,-1,-7,,,,,
,232,6,6,-2,-1,-1,,-7,-3,1,-8,-20,-18,-20,-2,-12,-7,-8,,,,,
,-373,-21,-15,-14,-8,-9,-1,2,-12,-5,19,3,12,-3,5,5,-3,11,,,,,
,1033,11,-1,4,-3,-13,-7,2,-14,-6,-9,21,-2,11,13,11,-3,2,,,,,
,-789,3,4,11,12,8,-4,6,16,6,-2,2,11,-4,-7,-1,4,-13,,,,,
,-95,-14,6,-9,1,8,17,-2,9,9,-2,-4,-10,6,11,-5,-3,9,,,,,
,258,,-2,5,-2,-5,-6,-1,-14,2,-2,-14,11,4,-15,2,1,-6,,,,,
,-303,2,-1,-16,7,-5,4,-1,-2,-5,6,-7,4,4,10,1,11,7,,,,,
,-4,-18,-2,1,-7,5,-2,11,2,-3,-6,-1,-8,-10,-7,-4,-17,2,,,,,
,-78,20,5,6,-5,-5,-6,-1,10,7,-1,7,4,8,-3,1,3,-5,,,,,
,30,-20,10,9,6,-8,11,1,-6,-5,11,1,8,3,7,-3,7,-7,,,,,
,157,-11,-5,-1,1,3,-5,-13,2,4,-7,-10,-15,,10,7,-9,2,,,,,
,-257,14,-3,3,1,4,-3,12,4,-2,5,4,7,,-7,11,10,11,,,,,
,22,-15,-2,7,9,8,-1,6,-2,-2,-8,-2,-11,-10,,-3,2,-5,,,,,
,-7,2,5,-7,5,2,18,-21,-3,-6,-11,10,4,9,-2,-7,-7,-6,,,,,
,-50,9,-8,-7,-10,-7,-17,5,-10,10,6,-3,7,1,4,-2,-8,-4,,,,,
,82,-21,-2,4,-9,2,-11,3,3,-2,1,5,1,7,-2,-1,10,3,,,,,
,98,20,2,6,-5,3,11,2,5,-3,5,-5,-4,-8,1,2,3,8,,,,,
,-69,-29,-8,-3,5,5,5,-4,-5,-6,-10,-2,-10,-12,-4,-9,-5,-4,,,,,
,-12,-3,-7,-13,7,-7,-3,-6,-6,-4,-1,7,10,-5,-7,-1,4,2,,,,,
,-15,24,13,3,-14,-9,-2,6,-2,3,2,-5,9,,5,3,5,-14,,,,,
,-60,-22,-1,11,-1,8,4,-3,10,9,-1,6,-14,1,-3,-9,-6,-3,,,,,
,-27,1,55424,55441,55504,55525,55434,55472,55501,55520,55506,55540,55571,55576,55493,55529,55576,55566,,,,,
,16,,222797,222901,223141,223263,222821,223029,223174,223198,223181,223350,223463,223424,223050,223241,223485,223340,,,,,
,594,1,55994,56035,56090,56128,55990,56060,56103,56086,56103,56137,56176,56132,56026,56095,56166,56127,,,,,
,1200,2,-5,,-8,3,-11,4,-11,4,-9,-11,-7,-16,-7,-11,-14,1,,,,,
,-1616,-12,-8,-1,10,3,10,-8,3,-8,-3,8,-7,3,8,-1,3,-5,,,,,
,446,6,7,7,-3,-4,8,-2,1,-3,-1,-5,-1,5,3,8,2,-2,,,,,
,-519,4,-7,-11,-8,6,-7,6,-1,6,-1,-6,-2,-10,-1,1,1,5,,,,,
,75,-3,2,-2,11,4,-8,-7,6,3,6,9,-3,-4,-10,-8,-16,,,,,,
,10,-16,-2,,8,,-11,-5,-13,-1,-6,-3,12,23,13,6,-2,9,,,,,
,-138,-1,-2,1,-12,-5,4,-5,3,-2,-3,-2,-9,-11,-3,3,14,1,,,,,
,-4,9,-1,3,-2,2,14,12,20,,18,6,2,-3,-2,-3,13,-15,,,,,
,186,8,7,3,5,4,1,-2,-5,-8,-8,6,7,,-11,-7,-6,-12,,,,,
,-265,-18,-7,-13,3,1,2,-10,-2,1,-1,-13,7,-15,11,13,-7,14,,,,,
,63,,8,9,3,2,10,-1,-2,7,7,-1,-3,18,4,1,,10,,,,,
,-34,,-2,13,-3,-11,-3,13,4,4,-9,5,-1,1,-4,4,6,-1,,,,,
,2047,,-11,-5,5,6,-10,-8,-12,-15,-1,6,-3,,-3,-10,-8,-4,,,,,
,-1922,-17,10,-6,6,-6,7,6,12,-5,6,-2,4,-2,11,3,2,-2,,,,,
,-104,28,-1,-17,-14,8,3,1,8,6,10,-1,-11,1,-3,5,1,-9,,,,,
,38,-10,1,11,,1,-2,4,-12,-3,2,-12,9,4,-10,-13,-6,-5,,,,,
,-177,-8,,7,6,-11,-7,-7,-3,12,-17,-7,-10,-12,13,5,13,9,,,,,
,235,-35,11,-17,-1,7,16,7,5,-4,5,3,-8,4,5,5,-8,17,,,,,
,-121,6,-15,8,2,-2,-3,-6,-7,5,14,11,9,7,-5,8,-4,,,,,,
,63,-6,-1,11,4,-7,-1,-12,4,-6,-8,-9,2,-4,,-11,-3,-7,,,,,
,764,1,8,-9,-4,4,-9,-15,-4,-2,-5,-8,2,2,-8,-13,1,-1,,,,,
,-752,-1,2,-1,6,1,8,16,3,-2,-6,28,1,13,7,2,-1,-9,,,,,
,-87,-14,-5,4,4,-5,-17,4,1,-5,-4,-5,-14,-8,3,14,13,-3,,,,,
,-97,19,6,-4,6,14,10,13,13,24,12,-1,1,-1,12,15,-5,19,,,,,
,10585,3,5,10,-3,7,10,-4,-4,6,-12,-6,8,1,-22,-13,-6,-11,,,,,
,-3808,-9,-1,-4,-17,-19,-19,-8,-8,-12,10,-1,-2,,-2,-3,,-4,,,,,
,-3842,-3,-13,-7,3,-5,-6,-5,-11,-3,-3,15,9,2,-2,4,3,-1,,,,,
,-1119,-11,-11,2,,2,12,,9,-9,-16,-17,-10,-10,-4,-6,5,2,,,,,
,-1618,-9,19,6,8,9,-2,11,6,6,1,,-7,-4,16,,-10,5,,,,,
,0,-8,-9,-11,-16,-11,-10,-12,-8,-9,14,-3,10,4,-4,,5,-9,,,,,
,6474,22,-1,14,12,11,11,13,8,2,2,5,-4,,-5,-4,1,12,,,,,
,-3868,27,3,-9,1,-2,4,-2,8,5,-2,-8,5,-4,-1,-16,-7,-3,,,,,
,-2250,-59,5,-3,-17,2,-9,-3,-5,-4,7,8,-2,14,4,21,8,-4,,,,,
,2709,15,3,2,7,,-3,-2,-2,11,5,10,-4,-7,-3,,8,12,,,,,
,-2658,2,-5,3,7,3,18,8,-11,-2,3,10,7,7,8,-1,7,-3,,,,,
,-549,-5,-8,4,4,2,-15,-3,-4,-18,-8,-10,-7,-4,1,5,-11,-14,,,,,
,171,-11,1,5,-4,5,,2,10,9,1,-13,3,-1,-16,-11,-8,10,,,,,
,-124,-1,5,-2,-4,-11,7,-4,13,10,-7,-8,-6,-12,8,-6,1,-9,,,,,
,133,1,2,1,-1,5,-8,-1,-4,-6,6,9,4,5,-2,15,-2,-6,,,,,
,-80,10,,-8,2,-7,-2,,-7,-1,-3,4,4,1,4,7,-2,15,,,,,
,-18,-10,,-3,-2,-9,8,-5,-7,3,3,5,-9,-1,1,-4,3,-10,,,,,
,-79,-22,5,-3,-2,-3,,1,,7,4,7,-2,11,,-7,4,6,,,,,
,3196,-2,-4,-2,2,19,-3,2,-3,-12,-19,-12,1,-6,1,-1,-8,-4,,,,,
,-2851,5,-4,3,-6,3,-4,-3,-6,-3,-3,-9,10,-3,-15,,8,-3,,,,,
,-336,17,12,13,9,5,2,8,4,14,1,3,7,1,6,12,-7,10,,,,,
,-48,-21,-20,-11,-10,-14,-8,-8,-11,-1,6,,5,1,8,-13,6,-4,,,,,
,415,18,8,,7,-10,11,-4,9,2,2,1,-12,-9,-10,-5,-17,-14,,,,,
,-293,-14,-7,,4,1,9,-1,11,-4,2,16,,,-4,2,6,14,,,,,
,-148,,11,1,-1,5,-5,4,-7,3,6,4,7,20,11,16,20,14,,,,,
,149,1,11,10,-1,16,13,4,-3,,10,-16,-13,-12,-6,-11,-9,-11,,,,,
,-83,-16,-13,-1,-7,-3,-4,8,-2,-6,-14,-1,16,-6,-5,-7,-5,2,,,,,
,497,-4,-7,1,1,-15,-8,-3,10,2,-6,2,-10,8,8,8,-7,-11,,,,,
,-528,15,5,2,-3,-7,-1,-10,-4,6,-3,-1,-13,-2,-5,6,1,1,,,,,
,298,34,3,-4,6,8,5,,11,-10,,-11,10,,10,5,7,9,,,,,
,-185,-39,5,-4,13,,-6,14,4,10,5,12,9,7,-8,-3,,-9,,,,,
,63,-13,-9,,8,12,,-1,1,,5,6,7,-15,-3,-10,-1,5,,,,,
,46,15,4,-10,-9,-1,-2,6,2,5,-6,-3,-14,-5,,,7,8,,,,,
,-83,-1,-10,-2,-3,-12,-5,-9,-5,-24,1,-9,11,8,7,1,18,2,,,,,
,-48,4,16,12,2,2,8,-8,4,6,1,3,-8,5,5,1,-5,-5,,,,,
,-152,-9,-6,,-10,,,,-8,3,,8,,-6,,-1,-14,-13,,,,,
,57,10,4,-5,-10,5,-6,13,-9,10,13,-10,-3,6,2,-8,-7,2,,,,,
,90,,-2,-2,-4,1,-1,-8,-9,-3,-3,13,-2,13,1,11,14,6,,,,,
,-103,-29,-12,-1,-6,-3,-1,-3,19,-10,-5,4,2,-11,-13,-11,-17,-1,,,,,
,1869,1,22,9,11,2,17,-2,10,-4,-7,-2,4,-6,8,4,1,8,,,,,
,-1779,31,-6,-5,5,-11,,17,-5,3,3,-1,-8,14,7,7,10,,,,,,
,-61,-30,-16,-2,7,,-3,-9,-5,6,-11,-7,-3,-3,-10,-8,-8,-3,,,,,
,57,-5,10,1,4,16,-4,8,-11,9,3,-5,9,-2,,5,,6,,,,,
,1777,2,-10,-1,1,-2,-5,-10,-2,-11,14,4,3,4,6,10,-3,-8,,,,,
,-1891,42,10,3,-1,6,3,2,15,4,-2,-9,2,-3,6,-5,8,-3,,,,,
,-162,-43,-3,5,,-1,-4,-1,-7,-4,-5,-2,-10,-4,-10,-5,-8,-9,,,,,
,200,3,6,1,-1,-5,-3,8,,-7,6,-1,1,-2,-10,-3,-2,5,,,,,
,-77,-2,-3,-10,-3,-6,-10,-28,-6,,-11,12,13,-12,7,-6,10,-12,,,,,
,609,-25,-10,5,-3,-9,6,-6,-2,2,3,4,-11,-3,4,-4,-3,,,,,,
,-658,-8,10,,3,18,-2,22,9,8,11,1,7,7,9,19,-7,16,,,,,
,162,,3,4,-3,-4,7,4,,-4,-20,,-6,13,-7,-2,12,3,,,,,
,47,,-2,-5,-3,7,11,7,-10,-7,4,-6,-10,-7,-1,-7,-10,2,,,,,
,-93,3,13,1,9,6,3,-11,-7,,7,-1,9,2,2,1,1,-2,,,,,
,1715,28,-8,,8,-8,-3,7,7,11,-14,2,-3,-8,-2,-2,10,-1,,,,,
,-1702,1,-5,5,-10,-11,-3,-1,2,-1,2,6,-1,9,5,-1,-5,6,,,,,
,344,-41,5,,-4,-5,3,,6,-6,10,-1,-1,-1,-4,-4,3,-2,,,,,
,-378,,-7,-6,-1,-5,8,-2,7,8,3,14,-6,-5,1,8,-5,-1,,,,,
,187,,-7,-6,3,14,-20,-6,-3,-11,4,-6,12,6,6,-4,,1,,,,,
,-99,,5,8,8,15,7,9,3,5,2,-8,,4,-7,5,14,-1,,,,,
,-106,13,-4,-9,-7,-9,-12,,-10,-3,-6,-7,4,-1,-8,7,-2,-8,,,,,
,50,-13,12,7,-4,-10,3,-2,-1,,2,-3,-13,-4,3,-3,-8,-5,,,,,
,-53,12,2,6,,4,11,11,9,4,,4,-4,-4,7,7,2,-1,,,,,
,8,-35,-12,-1,-8,-4,-7,-2,-3,11,-3,10,14,-7,3,-2,8,10,,,,,
,-10,,-6,-5,-3,3,10,-14,-5,1,-2,-10,-2,10,-15,-3,-8,1,,,,,
,65,23,9,-1,10,16,,-5,10,-16,-3,5,-11,-4,-1,-12,-8,-1,,,,,
,-134,,7,10,11,-12,8,16,-7,4,11,-1,9,2,3,10,-2,-1,,,,,
,147,-2,-3,-7,-12,-14,-22,5,2,2,3,-1,12,-2,8,-1,1,-6,,,,,
,-36,-9,-7,-2,6,16,-1,-9,1,1,-9,,-6,4,-12,-1,4,-1,,,,,
,1899,-8,-3,-9,-1,-14,-5,,1,7,7,7,,-3,12,-3,2,12,,,,,
,-1529,-1,3,-5,-10,3,-3,-4,-7,-15,,-9,-11,8,-4,-3,-7,-9,,,,,
,-402,6,2,9,15,-3,23,-4,-1,-3,-10,-12,3,,4,-10,-9,,,,,,
,284,-17,-3,-2,-6,-2,,6,-2,7,-4,7,1,-7,7,4,5,9,,,,,
,-182,,10,4,1,12,5,,-3,-8,-10,,2,-1,-3,7,10,2,,,,,
,-148,13,,-5,-3,-8,-4,,2,8,15,8,4,4,,10,5,-7,,,,,
,1294,-32,-15,-6,-9,1,3,-7,10,13,-1,-3,9,9,-5,-8,6,-1,,,,,
,-1256,-3,-4,6,8,1,-10,7,-8,-17,9,-2,-7,-3,,3,6,-8,,,,,
,-9,,21,19,15,5,1,11,1,13,-6,-4,-4,3,6,-2,-2,12,,,,,
,107,22,-6,-8,-14,-8,,-9,-3,-5,-8,-10,-25,-17,-13,-2,-21,-5,,,,,
,2433,-19,-8,-3,-2,-1,3,-11,4,-8,20,16,19,10,12,13,6,15,,,,,
,-1602,19,3,,10,,-9,3,3,1,4,5,7,-8,-15,-18,9,-18,,,,,
,-582,-20,4,,1,-1,8,13,-3,14,-13,-5,-18,12,6,4,-9,-5,,,,,
,-301,1,,-7,-2,6,3,-3,-3,3,-10,-9,17,-9,14,7,-2,15,,,,,
,-71,,5,3,-8,4,-10,-3,14,-3,4,10,-6,-8,1,1,17,-4,,,,,
,67,-12,-3,-1,3,3,-7,1,-5,-8,-7,-5,2,9,-11,-6,-5,-1,,,,,
,2674,9,-12,2,-6,-12,11,-3,-10,-8,4,,-4,1,-8,5,-2,9,,,,,
,-2585,7,1,13,-8,12,4,-2,3,15,15,24,11,8,10,10,-6,-1,,,,,
,107,-34,2,-10,13,-8,5,-5,1,-5,-3,-17,,-2,-6,-9,-6,-3,,,,,
,749,32,-3,-5,8,-1,-8,-8,-5,1,1,-4,6,-5,-9,-9,16,2,,,,,
,-1055,-31,11,-9,-12,4,-15,10,7,-5,-3,1,-4,2,17,9,-3,-6,,,,,
,-24,17,-1,15,-1,11,1,6,-1,,2,-14,-8,-1,7,1,-2,2,,,,,
,-38,-4,-5,-8,5,-4,7,,5,-1,2,6,14,-3,-4,3,7,-8,,,,,
,74,-14,-5,-3,-12,-10,-3,-5,-5,3,-8,2,6,-7,-1,-5,-1,-2,,,,,
,92,19,13,18,13,3,10,6,2,1,-3,3,-7,11,-4,,-6,6,,,,,
,66,-20,2,5,10,5,-4,7,3,-1,3,5,-9,,-1,2,3,-2,,,,,
,-199,-11,-3,-8,,-9,9,-8,2,-2,-1,8,4,4,1,-9,1,2,,,,,
,345,13,-1,-5,-1,3,-2,1,-8,-10,-5,-9,7,-2,-18,5,-14,8,,,,,
,-248,,2,5,3,3,-3,-2,2,10,10,-5,-13,-5,6,-8,-1,-1,,,,,
,-32,-13,3,-4,-17,-3,2,-7,1,-7,-5,4,11,5,17,12,8,-10,,,,,
,-71,,-6,4,2,6,-9,10,3,12,-2,,,-7,-5,,-7,3,,,,,
,-89,,-5,-4,,3,9,1,-5,6,,,-3,,4,2,-14,-2,,,,,
,895,-20,-1,-1,7,-13,2,5,7,-1,-1,2,-3,-3,-14,-12,17,3,,,,,
,-698,-1,-55420,-55439,-55494,-55517,-55434,-55467,-55492,-55504,-55505,-55542,-55566,-55571,-55488,-55514,-55582,-55556,,,,,
,-72,6,-222813,-222915,-223155,-223266,-222826,-223035,-223181,-223210,-223171,-223349,-223459,-223394,-223044,-223226,-223471,-223334,,,,,
,108,-5,-55969,-56023,-56089,-56128,-55999,-56064,-56106,-56096,-56084,-56135,-56174,-56128,-56036,-56103,-56155,-56122,,,,,
,2410,1,9,-5,6,-10,1,14,-1,12,-18,1,5,-11,5,4,1,-2,,,,,
,-835,-1,1,12,8,1,12,,8,-8,6,,-10,12,16,11,-7,13,,,,,
,-1549,-5,-1,-14,-9,,1,-5,-9,2,8,9,13,2,-8,-1,1,8,,,,,
,-95,10,5,-7,11,11,-1,-3,-6,-2,6,-1,2,-11,-8,3,6,-14,,,,,
,-176,-30,-2,7,-5,-5,-4,7,9,-3,1,-15,-12,-12,-6,-18,-3,-17,,,,,
,134,17,-8,12,2,-7,3,-4,,-6,-6,-2,-10,,2,-2,-5,11,,,,,
,1,-17,2,-9,-2,-8,-4,-1,2,9,-14,8,7,5,6,3,-3,4,,,,,
,30,-9,-11,8,-3,12,-3,,-8,-14,3,-8,11,2,4,-2,5,-5,,,,,
,148,25,14,2,7,11,-8,-5,8,7,6,6,-6,-12,,8,1,-2,,,,,
,-83,-22,-4,-2,-19,-15,-7,-3,,2,-7,8,-3,13,,-9,,11,,,,,
,-9,-11,5,2,5,9,9,17,3,-3,,-1,9,-8,-6,-3,5,-11,,,,,
,-32,,1,3,10,9,14,7,1,15,8,-12,-3,-3,3,11,2,-2,,,,,
,1772,13,8,-6,-7,-15,1,-17,-1,-12,-2,9,2,13,-1,5,-4,14,,,,,
,-1903,32,-4,-11,1,1,-11,-2,-11,3,,-4,-4,2,-4,-10,2,1,,,,,
,53,-37,-3,2,-3,8,5,-1,5,3,-1,4,-2,-7,6,-7,-3,5,,,,,
,52,5,-7,13,-1,2,2,-2,5,-8,8,10,-1,5,-5,9,5,-13,,,,,
,3990,-15,1,12,,-1,-15,16,2,2,-5,-8,,-5,1,-2,-7,-8,,,,,
,-3380,2,1,-7,-1,,19,-8,4,-8,-4,-20,5,-7,-8,-2,1,-1,,,,,
,-580,,10,-13,11,-13,4,9,6,18,-1,-5,-3,3,-7,-12,-3,3,,,,,
,-117,-5,-7,11,-4,10,8,-4,-12,-2,2,15,1,9,12,15,5,14,,,,,
,-31,5,5,-1,8,-2,-3,-4,-2,-12,9,19,7,4,18,1,2,-3,,,,,
,176,-31,,-7,-13,5,-18,1,-1,2,1,-5,-13,-10,-16,-5,-7,-10,,,,,
,726,13,-2,-7,2,-17,3,-7,1,1,-2,7,7,4,3,9,12,5,,,,,
,-846,-4,-11,-12,15,2,-7,-1,-8,1,-2,-16,16,-6,-4,-4,-3,5,,,,,
,313,8,10,9,-7,7,-10,-3,15,8,2,-8,-1,6,1,7,-7,-8,,,,,
,-298,-5,-4,13,1,-3,9,11,,1,2,4,-1,6,11,-5,6,-9,,,,,
,541,1,-2,-4,-4,-7,14,8,-8,-3,4,5,-8,6,,1,-11,5,,,,,
,-535,,-2,-11,-6,5,-1,-8,-4,-4,-8,-4,-5,-8,-5,,-8,,,,,,
,566,-4,,,6,-19,-5,-4,6,2,-16,-2,-5,-3,-2,2,14,7,,,,,
,-593,-27,-8,12,-10,13,5,11,-4,-4,13,-8,-5,5,-9,-15,1,-9,,,,,
,534,1,3,1,2,11,-15,,-5,2,10,6,-9,-9,4,1,-2,1,,,,,
,5893,-5,6,-12,1,14,11,,12,5,-4,-3,20,9,8,11,1,3,,,,,
,-3374,,,-3,2,-7,-5,-9,8,2,-7,5,12,-6,-6,-10,-5,-5,,,,,
,-2941,49,-3,16,-3,-14,-5,-8,-10,-14,3,5,-12,2,2,12,14,1,,,,,
,-186,-58,10,-2,-10,5,,1,-17,-3,3,-4,2,6,-2,-7,-10,11,,,,,
,29,9,-10,-3,8,6,4,1,9,5,2,-7,-2,-6,13,2,-8,-2,,,,,
,26,5,7,3,10,2,9,10,8,4,-8,3,2,-11,-6,-2,-3,3,,,,,
,4,-13,-4,-13,-10,-6,-19,-4,-3,-14,-1,8,4,-5,-15,-5,17,8,,,,,
,826,13,-6,,,-5,5,-11,7,12,,5,-2,9,-4,3,-1,-14,,,,,
,-847,-15,-2,10,7,2,3,-3,-4,18,4,,-7,,15,8,5,-14,,,,,
,-223,2,7,17,11,10,8,19,-10,-10,3,10,6,-1,9,,-6,4,,,,,
,132,-13,5,-19,-20,,,-4,-7,-24,-13,-4,4,8,-7,-9,6,10,,,,,
,78,11,-5,,4,3,7,3,3,10,-1,-16,-18,2,-2,-1,-11,,,,,,
,532,-16,17,7,11,-11,,-8,7,12,-6,-7,3,-15,6,12,2,-4,,,,,
,-324,-1,-15,9,-8,-10,-8,-8,,-12,-5,3,2,1,-6,5,-16,2,,,,,
,-136,,-7,-15,-2,12,,15,,-10,17,10,7,-1,-11,-13,17,23,,,,,
,-16,,1,-3,-13,,-7,-1,2,11,7,-1,,8,-4,-4,6,-13,,,,,
,228,-12,-1,13,8,2,,-1,-2,11,-10,10,-12,-9,5,17,-6,-9,,,,,
,1224,9,13,-8,22,7,10,4,1,5,-5,-9,13,2,5,,,6,,,,,
,-1652,,-5,4,-1,-8,5,3,2,-13,21,-8,,4,9,-8,-12,1,,,,,
,-34,3,-1,-1,-6,2,-15,,4,8,2,12,-9,8,1,,7,-9,,,,,
,2082,1,3,-5,-5,-1,2,-6,2,8,-9,1,8,-8,-6,-4,11,1,,,,,
,-1952,-10,6,5,11,6,2,2,-8,-8,-2,-1,7,-3,-15,-1,-8,-13,,,,,
,2394,10,-7,10,4,1,14,-5,2,-3,-11,-8,-6,-3,-2,-5,-11,7,,,,,
,-2415,-58,-3,-7,-7,-6,-8,7,-5,-17,6,-6,-7,6,9,20,2,21,,,,,
,43,2,4,-5,-7,,-14,-8,8,5,,11,-6,10,,1,5,-19,,,,,
,-41,43,-7,4,-9,,1,8,-4,15,-6,3,1,-13,-16,-20,1,4,,,,,
,283,-14,9,-19,5,-6,12,-17,-12,2,3,-9,11,,14,-3,10,-5,,,,,
,-408,-6,-8,12,-4,7,-9,6,1,-10,11,-5,6,,8,4,-6,4,,,,,
,150,2,,-2,14,-15,7,10,16,-7,-7,5,-6,5,3,4,2,8,,,,,
,3270,13,1,-1,-3,2,1,-7,3,7,2,5,-12,-7,-8,7,-8,-7,,,,,
,-1833,21,-3,4,-11,15,-15,9,,-2,-9,-3,1,,7,1,-2,-12,,,,,
,-1390,-31,-1,,-5,-2,7,-11,-5,-2,5,-3,7,5,-2,1,10,11,,,,,
,1886,-39,,-11,4,-10,10,2,-4,-5,5,14,6,8,4,-8,-5,1,,,,,
,-1840,-3,8,-2,2,3,5,6,7,9,3,12,13,5,-1,8,7,-12,,,,,
,5,4,3,5,3,-1,-8,2,1,11,1,-8,-14,6,12,-2,10,2,,,,,
,-146,-18,13,-3,,17,-7,2,-1,-6,-9,-4,-6,-12,-6,-9,-8,5,,,,,
,-15,2,-2,8,13,-3,-1,-2,-13,,4,-3,,3,-2,-9,-7,5,,,,,
,-24,14,1,6,-5,-16,-4,-5,,5,14,-2,13,4,7,21,1,,,,,,
,802,-30,-20,1,-8,-6,12,2,9,5,-4,1,5,-22,-4,-1,2,6,,,,,
,-816,,-5,,2,5,4,-14,-4,-4,-14,4,-21,11,-12,-4,-2,-6,,,,,
,32,10,4,-21,1,8,-8,16,,-2,,-3,2,10,-1,8,-4,,,,,,
,59,4,7,21,2,3,2,-4,17,1,-4,-13,-3,-6,-4,-6,3,-8,,,,,
,16,-3,-9,11,-7,2,-6,-7,1,-5,-3,-2,7,-10,15,-5,-2,3,,,,,
,137,1,-5,-11,-8,-6,8,-6,-19,-12,7,8,5,1,3,-3,-1,4,,,,,
,-264,1,15,-1,5,1,9,11,9,2,11,1,-2,10,-12,-3,1,3,,,,,
,-35,-31,5,-2,5,-6,-13,-13,5,-1,4,4,-5,4,-9,3,,3,,,,,
