Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-1267,-1,-13,-17,-9,-10,-10,-15,-3,-5,,2,-10,-3,-2,-15,-3,-7,,,,,
,482,19,-10,4,-7,23,-3,-1,-7,-7,-2,5,7,2,3,-4,6,-6,,,,,
,4387,,9,-4,-6,1,-6,13,-9,-8,-7,-12,-4,10,-8,,-9,,,,,,
,-3696,-22,5,1,15,8,-5,9,4,13,7,8,9,5,8,-2,-5,17,,,,,
,-1185,,-1,1,-1,-8,14,-17,17,-10,1,-6,-10,-17,,4,1,-5,,,,,
,364,-15,16,7,7,21,19,23,,5,17,21,9,26,12,11,9,2,,,,,
,-150,15,,17,8,-1,17,15,3,10,11,13,24,,-2,6,9,1,,,,,
,598,-13,8,9,2,-4,-7,-12,-1,10,-15,-15,-15,-3,-6,3,-4,-6,,,,,
,237,3,-17,-19,-16,-16,-24,-18,-15,-26,-16,-10,-18,-25,-14,-18,-16,-6,,,,,
,42,10,-4,-1,9,14,2,5,6,1,1,2,-4,-1,25,,17,2,,,,,
,-464,-9,1,7,-9,-13,4,5,2,12,-3,5,7,-2,-6,-5,-6,9,,,,,
,82,,1,-8,-6,5,4,,4,12,4,-8,-3,18,9,14,-1,5,,,,,
,-437,9,2,11,,4,5,-4,-4,-5,6,-4,15,6,2,-3,18,-4,,,,,
,951,-26,2,4,19,8,16,21,11,15,14,7,10,-9,3,7,,-3,,,,,
,-705,,-17,-21,-13,-15,-30,-23,-17,-23,-20,-9,-28,7,-15,-14,-17,1,,,,,
,395,-5,9,1,6,-5,-2,-16,-1,8,-11,7,2,2,-13,-4,,-5,,,,,
,-542,,-1,-15,-5,-12,-3,4,-7,-21,,-16,-13,-16,-4,4,1,-3,,,,,
,330,,-9,13,-11,-5,-5,-7,3,-7,-2,1,-1,-13,-9,-2,-9,-6,,,,,
,-386,-13,1,24,1,25,17,15,8,24,-4,10,13,-2,20,9,8,4,,,,,
,-461,,25,6,17,,8,1,5,11,13,16,12,24,23,2,19,12,,,,,
,375,13,-20,-12,-9,-4,-11,-9,-10,-23,9,-6,1,3,-16,-2,-13,-4,,,,,
,141,-10,-1,-6,5,8,-2,24,8,5,9,5,6,-1,3,5,-1,2,,,,,
,-344,,15,4,2,9,16,6,3,1,2,-7,1,5,-5,-5,7,,,,,,
,579,15,19,3,,3,-9,-12,9,12,-7,1,10,-2,5,4,10,,,,,,
,-597,-18,-10,-2,-8,4,,-3,-14,-1,-6,10,-8,,14,6,-2,-11,,,,,
,1602,,-10,-18,3,-15,-16,-8,-11,2,6,-10,-10,-15,-5,,-11,5,,,,,
,-1551,-14,-2,,-5,-16,3,5,-1,-8,-3,-13,1,,-8,-5,-1,-7,,,,,
,459,17,-5,3,3,3,3,5,13,1,-2,4,-13,13,,-8,4,1,,,,,
,-601,,7,2,2,-7,1,-10,-5,-6,-11,,2,-12,-11,-1,-18,1,,,,,
,376,-25,8,16,10,15,15,,3,3,7,7,21,7,5,12,12,1,,,,,
,-65,25,-10,-11,-2,-5,-20,14,6,-7,21,-11,-3,-7,5,-16,-2,9,,,,,
,99,,5,7,7,7,20,5,11,20,-4,13,15,3,3,11,1,,,,,,
,-343,-3,-17,-15,-20,-15,2,-13,-16,-12,-16,-7,-28,-4,-17,-3,-1,-8,,,,,
,480,,4,-4,3,,-12,3,,-4,-5,11,-5,2,,-5,-9,-5,,,,,
,-235,-17,3,37,23,12,4,-1,-3,5,5,16,10,18,20,16,11,10,,,,,
,499,26,-7,-12,-23,1,-9,-2,-3,-20,-5,-26,-9,-5,-8,-13,-5,-1,,,,,
,732,-27,-2,-19,-5,-11,-1,-8,-7,2,-1,-13,-15,-10,-22,-18,-11,,,,,,
,-1398,-9,11,10,-3,13,13,,8,18,,12,19,-2,16,14,12,-3,,,,,
,-149,10,-2,3,11,2,-1,8,,5,-10,-8,-2,3,13,8,-11,8,,,,,
,-157,,-3,1,-12,-14,-11,-8,-9,-11,15,,-5,-3,-7,-11,-14,-1,,,,,
,380,,-2,-15,-4,10,-2,-5,-4,-4,,,9,3,-8,-2,19,7,,,,,
,446,,-8,4,2,10,2,13,8,4,-7,-2,4,-3,11,5,4,-5,,,,,
,-643,-11,15,7,17,-7,18,7,14,10,18,7,-5,12,-2,12,5,1,,,,,
,549,1,8,18,-2,5,-8,,4,7,9,-7,5,6,-3,4,5,-16,,,,,
,-133,8,-8,-20,-1,-11,-11,-1,-4,-18,-13,-3,,-8,5,-10,-2,8,,,,,
,4451,-11,-27,-21,-17,-15,-11,-20,-17,-26,-19,1,-18,-25,-21,-11,-12,3,,,,,
,-3449,-7,13,10,13,25,17,11,10,28,10,9,5,13,16,8,9,1,,,,,
,-1322,-11,4,,-2,-22,-7,-5,-14,1,-7,1,-3,,3,-12,-8,8,,,,,
,135,18,8,11,7,7,15,11,16,13,2,18,13,10,-9,21,-2,3,,,,,
,109,-26,-11,-3,-10,2,-26,,-7,-13,-5,-18,-7,-14,-11,-11,-1,,,,,,
,-4,-2,16,13,15,13,10,-5,-6,-5,18,12,7,10,14,5,10,3,,,,,
,680,2,10,7,2,-10,13,-10,-8,3,9,-2,-1,-3,2,5,5,-7,,,,,
,-207,7,-18,-22,-11,-5,-7,7,21,5,-4,-21,-7,-6,5,2,-12,-11,,,,,
,136,1,10,9,22,13,10,17,15,16,10,10,15,19,18,-11,12,-3,,,,,
,115,,-19,-19,-23,-11,-18,-13,-30,-33,-41,-6,-22,-17,-30,-24,-17,3,,,,,
,-186,-8,21,-1,8,10,15,6,28,18,28,14,17,8,19,32,10,6,,,,,
,1379,-2,-6,10,,5,8,2,-7,6,-1,5,-3,7,4,-4,-9,-2,,,,,
,-1855,1,-8,8,-7,-5,-3,-8,-8,-6,-9,-3,-1,-10,-10,4,-2,1,,,,,
,804,-46,-3,-5,2,-4,-8,4,,3,-3,-12,1,-16,-8,-2,8,-4,,,,,
,452,1,6,,10,1,12,5,21,,5,12,1,19,12,1,6,2,,,,,
,-1420,-1,-18,-22,-23,-9,-17,-28,-24,-22,-15,-9,-12,-17,-12,-12,-15,,,,,,
,1749,44,10,8,8,,-4,6,-12,-5,5,-10,4,7,-12,3,2,-3,,,,,
,-1167,-41,9,20,10,5,10,12,6,7,9,19,-3,8,2,1,7,-7,,,,,
,-853,-1,30,16,28,23,25,23,19,39,32,13,26,6,30,20,13,5,,,,,
,325,29,-31,-11,-16,-20,-18,-13,-15,-23,-13,-23,-19,-3,-18,-20,-14,-1,,,,,
,-385,-30,-7,-11,-4,-11,-17,-29,-11,-17,-18,-7,-14,-6,-13,-15,-16,-4,,,,,
,312,-13,19,6,-11,-2,12,15,15,4,10,2,8,5,12,-5,2,7,,,,,
,62,4,1,2,-5,7,-5,12,15,12,1,8,5,,3,10,15,11,,,,,
,458,-1,-3,-13,9,-5,-17,-2,-2,3,-10,8,5,-9,-11,-1,-7,-8,,,,,
,248,11,6,20,7,10,18,10,-7,4,9,17,8,11,4,13,12,-9,,,,,
,-621,-11,-22,-16,-22,3,-15,-22,-17,-20,-16,-30,,-7,-9,-3,-17,5,,,,,
,1268,-1,11,-9,1,-2,2,,14,4,-4,-13,-7,4,11,-5,13,3,,,,,
,-1332,,-5,6,7,9,12,9,4,19,20,19,6,8,9,8,2,6,,,,,
,-97,12,14,22,26,9,9,19,9,11,9,12,15,11,19,10,8,-2,,,,,
,1145,-32,-11,-14,-23,,-12,-15,-22,-28,-9,-5,-33,-12,-30,,-9,-3,,,,,
,-679,,-11,,-17,-19,,-3,9,4,-9,-11,7,-13,-7,,4,-5,,,,,
,-314,2,4,-11,-1,-4,,-10,-8,-2,-6,-9,-8,6,11,-12,-8,7,,,,,
,-62,-1,-2,-6,1,-13,-10,,11,-1,-7,-3,-6,-1,2,-1,-5,5,,,,,
,-277,,26,17,18,20,18,13,18,23,15,19,31,,-2,9,17,-4,,,,,
,350,-11,1,4,19,8,5,-3,-1,1,16,9,-4,9,2,3,5,-5,,,,,
,1228,11,-34,-5,-24,-12,-25,-9,-19,-23,-18,-13,-22,-14,-5,-1,-31,-5,,,,,
,-1043,1,23,5,10,2,21,15,2,15,14,11,21,25,,-2,15,7,,,,,
,338,5,15,3,4,17,31,12,7,3,17,11,2,2,15,5,14,-7,,,,,
,603,-6,-17,-16,-16,-10,-26,-21,-9,-7,-32,-24,-11,-31,-10,-10,-11,2,,,,,
,-1517,-12,-14,-10,-2,-14,-26,-18,1,-16,-3,-15,-19,9,-11,-1,-27,-2,,,,,
,375,15,-16,-7,-15,-13,-3,2,-19,-2,-11,1,-8,-21,-13,6,-5,11,,,,,
,403,20,15,8,17,18,30,16,10,12,18,16,13,12,17,4,31,4,,,,,
,228,-21,13,12,7,-5,-10,-4,1,-3,-1,-8,-7,3,9,-15,5,5,,,,,
,-415,-2,19,13,4,1,2,12,20,16,16,21,10,5,15,20,14,-12,,,,,
,-271,-10,-20,-19,10,-2,-12,-17,-9,-24,4,-5,5,-9,-15,-14,-20,-2,,,,,
,609,,-3,-5,-24,-5,-9,-13,-13,-8,-30,-15,-10,-10,-17,-18,-15,-11,,,,,
,185,,-5,-4,,-12,9,5,8,18,-2,-5,-1,7,12,5,3,3,,,,,
,-285,-2,7,10,12,32,1,16,11,5,6,14,8,8,,16,13,9,,,,,
,-287,2,10,8,18,6,17,4,5,6,4,-4,6,15,10,10,-1,7,,,,,
,591,-21,6,15,-7,-7,3,10,,-4,10,24,16,6,12,11,6,-9,,,,,
,-414,-14,-21,-8,-8,-24,-17,-21,-8,-15,-2,-9,-3,-18,-25,-27,-10,5,,,,,
,-117,1,-9,-3,-20,,4,3,-13,1,-18,-18,-7,-8,-20,-8,-13,-5,,,,,
,216,13,7,-1,9,12,7,16,8,9,8,12,-3,10,22,11,4,4,,,,,
,1069,-10,8,10,13,19,-4,8,25,26,6,8,4,16,27,16,21,2,,,,,
,-781,11,2,-13,-14,1,-6,-19,-35,-9,-1,-12,-5,-2,-18,-4,-3,-1,,,,,
,-993,-10,-8,,3,-5,-5,-5,-3,-15,-8,-6,-1,-9,2,-14,-3,5,,,,,
,414,9,3,-1,2,-11,1,-6,5,-6,-1,13,2,-16,-2,1,-1,-8,,,,,
,-401,1,-3,,-8,-6,-1,7,3,-5,3,-5,-6,-8,-10,3,-6,4,,,,,
,811,,14,10,4,3,15,20,-7,9,-12,-7,2,22,5,-6,5,-6,,,,,
,-995,-11,-3,-6,2,12,-8,-7,14,,14,-9,7,-4,-3,-1,10,-4,,,,,
,5058,-21,-16,-6,-2,-13,-13,-11,1,-15,-7,,-3,1,-16,1,3,,,,,,
,-2813,20,-2,-9,8,-17,21,-9,-9,11,9,20,4,-5,18,-14,-13,7,,,,,
,-2166,,18,,-5,5,-3,-8,-7,1,-1,-12,-20,7,2,7,-13,-9,,,,,
,1148,2,-14,1,-12,-3,-21,-3,-5,-16,-16,-27,-13,-6,-12,-13,3,5,,,,,
,-878,,-6,7,-22,-1,4,,-10,5,-5,17,,-6,-10,3,5,10,,,,,
,-343,-21,10,8,29,21,15,34,23,17,28,19,31,27,20,16,20,-14,,,,,
,906,,14,6,13,15,13,,-1,23,3,11,9,3,21,13,7,9,,,,,
,-243,1,-22,,-19,-21,-10,-13,,-18,-8,-14,-5,-15,-16,-2,-23,,,,,,
,50,-2,25,9,30,14,-2,-3,13,6,8,5,,7,13,21,10,-12,,,,,
,2026,1,-8,-20,-4,-3,6,-2,3,-8,-3,,3,-13,-8,-9,1,3,,,,,
,-2126,-12,-8,-8,-19,1,-12,-2,-16,-14,-10,-8,-16,,-16,-24,-10,2,,,,,
,-388,11,-9,-4,9,-15,-12,4,-14,-17,-3,2,-4,1,-16,-15,-9,-3,,,,,
,250,-9,-8,6,,-13,3,-8,5,10,1,-8,6,-4,10,11,-3,4,,,,,
,-255,-1,29,1,2,21,15,18,5,24,,9,14,12,7,17,16,2,,,,,
,48,11,-9,-5,-5,6,-6,-10,-2,-15,-1,-2,-8,-4,-4,-1,-3,6,,,,,
,162,-2,-25,5,-13,-28,-10,-8,2,-16,-3,-5,-7,-15,-11,-14,-9,-2,,,,,
,1,-10,13,-3,3,7,-10,-9,-11,5,4,-7,-6,-6,2,-10,-4,-8,,,,,
,1554,1,9,4,2,19,6,15,14,18,4,9,7,12,11,13,8,13,,,,,
,-1782,30,3,14,11,10,24,19,15,4,20,25,9,14,8,7,10,-8,,,,,
,509,-29,21,1,2,-10,15,5,-8,-23,-20,-20,9,-3,6,4,-3,,,,,,
,-499,-1,-19,-6,-19,-10,-22,-23,-11,7,-17,-15,-14,-3,-6,-11,-13,-2,,,,,
,699,-32,7,6,22,,7,11,16,10,15,18,4,8,1,2,13,2,,,,,
,-825,11,-10,-11,-3,-3,3,11,-12,-5,11,6,7,-6,-7,10,1,8,,,,,
,539,-12,2,6,8,5,1,,-3,6,1,-17,3,-3,-4,-5,11,-12,,,,,
,-33,2,14,12,7,13,-1,-5,10,17,8,7,-9,7,30,7,2,5,,,,,
,98,1,-7,2,,-5,2,,-5,-9,-8,11,-4,11,-1,21,-1,-8,,,,,
,-350,-1,-20,-19,-22,3,-10,-12,1,-22,-5,2,-1,-15,-12,-14,-12,,,,,,
,-204,,2,2,7,-1,-16,-4,,1,,-13,-3,-15,-20,-23,-14,5,,,,,
,46,1,6,8,,1,9,7,9,-1,3,-7,7,11,10,9,1,5,,,,,
,-415,,-6,1,-28,-6,-10,-10,-13,-7,-20,1,-12,-2,-2,-5,-1,-5,,,,,
,267,-1,-9,-12,-1,-13,-10,,-14,12,12,,-5,-10,-7,,6,-4,,,,,
,715,,9,,7,16,22,8,19,10,11,8,10,3,24,6,4,10,,,,,
,512,,21,10,5,2,7,-2,-3,5,-8,-9,4,3,-8,-9,11,,,,,,
,87,-1,8,3,1,-19,1,7,9,-12,-13,-6,-6,-3,-17,2,-16,-1,,,,,
,-1055,2,-19,-13,5,1,-10,-8,-6,5,10,14,-6,4,25,8,1,,,,,,
,-599,-1,-2,16,11,13,2,13,3,-2,12,-1,8,6,10,10,15,6,,,,,
,1483,-1,7,-11,1,-17,,-13,1,-11,-7,-9,-2,1,-9,-9,-5,-8,,,,,
,-1034,-30,7,5,23,21,11,21,4,25,8,14,22,6,6,14,5,7,,,,,
,269,11,-11,-2,-14,2,-11,-18,-23,-16,-8,-8,-11,-16,-28,-13,-10,-9,,,,,
,25,-12,6,7,3,,1,2,18,13,-5,20,3,12,7,,5,-3,,,,,
,-269,12,-4,-9,-5,2,4,-2,2,-9,21,6,,2,18,13,4,-3,,,,,
,-31,2,-7,-4,-15,-8,8,-12,-9,3,-13,-14,-10,-3,4,-13,-26,11,,,,,
,-17,-2,-11,-1,-1,1,-8,,-6,-4,,-14,-5,3,-20,-4,6,-5,,,,,
,284,-10,9,-7,-2,-10,,6,-2,-6,-17,1,,-15,-10,2,2,5,,,,,
,249,11,14,-1,13,2,-2,-6,-3,4,2,24,-5,1,14,13,3,-5,,,,,
,-325,,-35,-10,-30,-13,-12,-6,-5,-6,4,-9,4,-13,-13,-23,6,3,,,,,
,1349,-11,13,12,7,11,9,10,11,16,21,-16,11,12,4,3,-14,-18,,,,,
,-1016,-1,11,1,4,5,10,1,-4,5,-10,-4,2,,-11,-11,12,15,,,,,
,-323,1,22,19,18,10,5,26,31,-4,9,30,26,31,29,23,22,3,,,,,
,1265,-3,6,8,23,-2,-2,3,-6,-2,4,14,-10,7,14,9,-15,7,,,,,
,-729,-17,-11,3,-12,3,-8,-15,6,-3,,-11,-13,-13,-15,11,7,,,,,,
,2250,20,-7,-26,-13,-17,-2,1,6,-9,-5,-25,3,-7,-10,-14,-1,-13,,,,,
,-1995,-9,-12,-15,-17,-11,-7,-4,-23,-11,-14,1,-13,-7,-13,-23,-16,1,,,,,
,-290,-6,23,31,23,23,13,10,,30,17,6,-4,14,20,19,12,-1,,,,,
,-642,-7,-27,-23,-10,-16,-18,-20,-29,-15,-28,-11,-5,-17,-17,-15,-7,8,,,,,
,310,-9,-8,-4,,7,11,7,19,-16,9,-1,6,14,15,-11,,-10,,,,,
,531,11,22,9,-2,3,4,9,14,8,11,9,-2,-5,1,18,1,,,,,,
,-617,1,-4,5,-8,-4,-7,-27,-5,,-4,-16,-2,-22,-16,-1,4,-3,,,,,
,1089,8,2,1,11,,2,12,6,-2,-6,8,8,-7,1,-3,,,,,,,
,-1328,-20,-12,-16,-9,-10,-16,-10,-14,-5,-2,-5,-11,2,-1,1,-10,7,,,,,
,50,13,-25,-7,-8,-17,-3,-25,-13,-16,-18,-3,-16,-2,-15,-8,-24,2,,,,,
,593,-14,,,8,18,13,19,13,25,8,-2,14,2,10,5,24,1,,,,,
,-578,1,22,-2,-16,8,6,13,-4,6,1,-2,,3,-8,-16,7,-1,,,,,
,-87,-1,32,18,21,15,9,22,11,7,15,26,5,15,12,20,-6,4,,,,,
,-23,-20,6,6,23,10,-14,8,6,-1,-8,8,17,2,6,-3,8,-6,,,,,
,477,-1,-24,-5,-25,-3,-6,-21,-16,-19,-6,-12,-17,-5,-6,-2,-4,-4,,,,,
,-284,2,-1,5,-5,,17,-7,5,-3,13,5,2,8,11,17,-7,,,,,,
,-64,21,4,2,-11,-9,1,-9,6,16,-2,4,18,-9,-9,-8,-13,2,,,,,
,27,-2,10,7,26,9,18,20,5,15,4,-7,12,14,4,5,22,7,,,,,
,683,-30,2,-4,-7,-3,-2,9,7,2,5,-1,-4,2,1,12,4,5,,,,,
,-51,-1,-25,-10,-9,-9,-17,-22,-22,-25,-11,-8,-33,-18,-1,-26,-17,-7,,,,,
,195,12,-4,-6,15,-8,-6,-6,4,-6,-11,5,-3,-4,3,-4,1,-8,,,,,
,-453,,7,17,5,2,7,15,7,21,6,-5,15,12,15,6,14,13,,,,,
,293,-11,,-4,-11,,-8,-2,-4,-2,6,-3,5,3,-5,2,1,-8,,,,,
,-209,11,10,3,1,10,7,-3,11,-4,5,15,-10,3,-11,,5,3,,,,,
,62,-12,-2,,,14,3,19,4,13,15,6,10,1,10,8,-1,,,,,,
,995,,11,-5,-4,-5,2,-8,-22,-12,5,-3,6,-7,-6,1,11,-6,,,,,
,-1476,13,-24,-3,-3,2,-12,-17,1,,-25,-9,-8,-5,-13,-20,-15,1,,,,,
,349,-14,-3,12,8,-1,1,5,-5,10,-10,-4,,,10,14,-6,2,,,,,
,360,3,7,1,-3,-11,10,2,17,-1,9,6,-6,-4,-17,-2,8,1,,,,,
,-672,1,2,-10,13,2,-1,7,-4,-11,2,-1,5,7,12,8,-3,-3,,,,,
,671,-23,-13,-7,-20,-13,-17,-14,-20,-5,-1,-4,-4,,5,-3,-6,7,,,,,
,-675,23,8,17,6,7,13,20,22,17,12,7,5,7,2,,-1,-9,,,,,
,3029,-1,13,2,14,27,5,3,14,-8,-1,-5,5,-2,5,3,5,4,,,,,
,-3170,-1,-13,-33,-26,-33,-20,-33,-21,-19,-8,-10,-16,-15,-18,-18,-5,8,,,,,
,726,-18,18,14,11,8,9,-1,2,16,8,7,17,19,9,8,5,-10,,,,,
,-793,-2,2,24,10,-4,10,21,19,5,,1,1,10,15,4,7,2,,,,,
,-226,,4,2,13,25,11,13,-5,12,6,7,1,-10,2,2,3,5,,,,,
,568,-10,2,-14,-8,-7,-12,-3,-4,-9,-12,3,5,3,-20,2,-3,-10,,,,,
,128,10,-17,-25,-27,-31,-24,-20,-10,-18,-18,-15,-16,-20,-22,-15,-17,1,,,,,
,-289,,-12,10,-5,-6,15,2,-1,-7,3,-8,-5,,22,1,2,-3,,,,,
,12,,14,1,18,15,5,-1,-1,15,12,5,6,10,-3,6,5,,,,,,
,-149,-10,-10,-3,-1,-1,-15,-6,2,-4,-14,-4,-5,-5,-10,-10,-10,5,,,,,
,928,11,14,24,15,11,18,26,20,9,19,2,14,3,29,15,10,-3,,,,,
,459,,-1,,-2,-1,-3,-4,-7,1,6,-1,-7,6,-2,,10,10,,,,,
,-1499,-13,3,-11,-4,-3,-6,,5,6,10,17,7,-5,-12,2,,-3,,,,,
,-451,2,-15,-4,-14,-10,-8,-20,-18,-10,-23,2,-17,-3,1,-22,-20,4,,,,,
,137,,8,13,4,5,12,10,3,9,4,11,12,6,-4,2,15,-5,,,,,
,499,-20,20,4,14,30,3,6,11,1,6,-12,6,4,19,26,8,-3,,,,,
,600,,-18,-19,-19,-16,-5,-13,-25,-6,-15,-8,-20,-26,-7,-21,-15,7,,,,,
,-370,,-3,2,13,-21,9,15,2,,14,2,-3,3,-1,11,13,3,,,,,
,524,-11,8,-9,-3,2,-4,-13,15,8,-3,-2,10,15,-10,6,-12,-1,,,,,
,3606,-1,-8,5,6,8,-1,-6,-4,-5,-4,-2,5,3,7,1,-5,-2,,,,,
,-3447,33,13,11,12,8,-13,5,3,-15,12,8,7,11,,-5,2,-8,,,,,
,-23,-33,-8,-19,-23,-12,1,8,-9,6,-9,-15,-8,-12,-5,-11,-17,3,,,,,
,-511,1,-6,5,7,-8,7,-9,-4,-5,-13,4,4,5,-5,8,6,3,,,,,
,488,-1,-9,1,-10,7,-17,3,3,-5,4,5,3,-12,-8,-4,7,-1,,,,,
,-884,16,20,8,14,13,23,20,20,27,9,23,-5,-2,14,11,14,-1,,,,,
,15,-6,1,1,9,-3,16,-13,,-2,-1,-10,6,11,2,8,5,-1,,,,,
,448,24,-28,-8,-23,-10,-15,-23,-5,-23,-10,-15,3,-14,-7,-9,-13,4,,,,,
,37,-23,20,-3,6,7,-12,14,-1,14,5,13,-7,2,-5,-13,-3,1,,,,,
,970,-10,7,23,18,8,11,8,3,-1,13,,4,18,24,6,21,,,,,,
,-1424,-21,-26,-5,-20,-17,-6,2,-17,-15,-27,-24,-13,-26,-21,-1,-33,-3,,,,,
,118,19,23,11,23,25,21,3,17,36,12,28,14,21,8,11,28,-1,,,,,
,-326,3,11,,-20,-3,,8,-2,-16,14,-2,-5,7,1,3,5,4,,,,,
,272,,-5,-5,3,1,-5,3,12,-2,,-4,1,-1,4,-7,4,-2,,,,,
,-125,-3,-20,-6,-2,-23,-17,-22,-18,7,-17,-9,-6,-15,-5,-2,-17,3,,,,,
,6,-29,3,-9,-4,7,2,-4,-10,-17,,-19,-13,5,-7,-8,3,2,,,,,
,-17,11,11,12,9,8,22,19,21,5,9,12,18,-2,3,8,15,-12,,,,,
,754,,-17,-6,-12,-23,-32,-13,-13,-10,-13,10,-14,-12,-3,-12,-28,2,,,,,
,-1185,-10,-7,-7,11,-2,-1,-5,-17,3,1,4,-16,3,2,-3,-1,4,,,,,
,224,10,22,,21,20,20,30,23,7,22,4,15,21,18,27,18,6,,,,,
,560,-10,,5,-13,5,-7,-14,-4,-13,-13,-3,-1,-11,-12,-15,-4,-2,,,,,
,305,-2,-15,-14,-16,-9,-4,-16,-12,-9,-11,-18,-5,-23,-18,-11,-19,1,,,,,
,-134,1,5,-21,-31,-12,7,-8,,-3,15,3,4,1,13,-4,6,-10,,,,,
,-479,12,16,30,27,20,10,20,16,28,5,24,14,24,3,21,23,6,,,,,
,636,-1,-24,15,13,5,2,3,-15,5,-14,-15,-5,5,-8,-10,-3,-10,,,,,
,543,-2,1,-12,-4,-11,-17,-3,12,-21,2,-2,-2,,,-1,-5,2,,,,,
,2354,-9,3,-10,2,-11,-7,13,7,-5,8,11,7,-5,12,3,-8,10,,,,,
,-3175,-1,-7,2,-9,4,-4,-18,-16,9,-9,-5,1,,-12,-9,,1,,,,,
,-865,2,20,9,16,11,11,-4,4,10,7,10,12,4,22,12,16,4,,,,,
,1532,-21,-9,-6,-12,-13,-7,7,-5,,-3,-10,-15,-7,-8,-6,-1,-1,,,,,
,-1333,1,11,13,5,10,3,8,13,9,12,4,9,8,3,,-9,-12,,,,,
,297,-12,-8,-17,-13,1,4,-2,2,-8,-12,-17,7,-17,-12,1,-3,3,,,,,
,591,-2,3,7,3,12,-13,1,3,-6,-5,17,-12,9,14,6,8,6,,,,,
,-416,,-12,,,2,7,-1,1,-4,1,-1,6,11,-9,-4,-20,5,,,,,
,-416,14,-16,-3,-6,-22,-2,-11,-14,-9,-10,-18,-9,-11,-4,-4,-11,-18,,,,,
,244,,,-15,6,3,-2,-12,-13,5,9,-4,-21,,-8,-6,8,8,,,,,
,1592,-12,22,18,22,4,2,20,4,7,,12,6,-2,5,7,23,4,,,,,
,-1823,11,12,4,-23,-5,6,-1,13,-2,-5,2,-4,-7,-5,3,-5,-5,,,,,
,407,-10,-5,-9,1,-2,-10,-12,-10,1,-6,-9,8,-1,-3,-10,-9,8,,,,,
,-113,10,-5,2,-2,6,6,-1,-3,5,25,8,12,1,2,15,1,-6,,,,,
,1391,-10,11,-5,-6,1,-2,-2,-7,-12,-4,8,4,5,7,-13,5,9,,,,,
,-1781,,9,13,14,-3,10,13,33,8,5,8,12,11,13,5,5,-1,,,,,
,116,7,-18,5,9,3,7,-5,-2,13,-8,,-10,-6,15,,-7,-11,,,,,
,1956,-1,18,2,7,10,3,7,-5,10,13,2,4,,-10,5,7,,,,,,
,-2196,-6,-5,-1,-2,-2,-5,-7,-13,-20,2,-2,-7,-2,-7,,4,16,,,,,
,919,-21,4,-1,3,-13,-16,8,18,1,2,-13,6,13,-1,-1,1,-5,,,,,
,-105,11,-4,-6,5,2,6,-6,,16,2,1,-6,-7,1,7,-8,-4,,,,,
,1993,-11,1,11,-15,-2,5,4,-8,5,-9,1,-3,12,-4,1,-4,4,,,,,
,-2472,18,-19,-8,-16,1,1,-4,11,-19,-22,-17,-11,-16,-16,1,-10,-7,,,,,
,501,1,-8,-4,3,,3,-10,-11,-6,7,4,15,-8,4,-1,8,,,,,,
,112,1,27,11,12,14,6,18,2,22,16,17,13,13,22,6,11,-3,,,,,
,235,-10,-1,-6,3,-9,-5,7,-4,3,-3,-2,-1,3,-1,-6,-6,6,,,,,
,-273,-1,-22,-6,-12,-16,-23,-21,-6,-25,-18,-15,-20,-15,-20,-16,-8,,,,,,
,-682,,-10,3,5,13,20,2,-5,2,,,-11,5,-1,8,,4,,,,,
,581,-17,23,4,9,12,13,17,9,20,10,18,11,7,18,6,14,-2,,,,,
,3192,,21,4,5,11,-9,2,13,-4,-2,2,19,12,-2,8,8,4,,,,,
,-3709,18,-8,-3,-14,-1,,6,11,-5,7,-7,-20,-3,9,-5,-5,-3,,,,,
,1772,-19,-26,-21,1,-28,-6,-21,-20,-13,-13,-10,-7,-22,-22,-17,-14,2,,,,,
,-1708,-1,20,15,11,6,7,1,-6,11,10,7,17,25,8,5,4,-3,,,,,
,229,1,-6,1,,-7,-6,,-1,-3,-7,-17,-2,-10,-2,,,-7,,,,,
,789,1,-9,-6,-10,-4,-8,-4,-3,-18,5,3,-2,-15,-11,-2,-7,,,,,,
,-936,-1,17,7,8,16,9,8,13,14,2,12,4,,7,14,15,3,,,,,
,336,1,-24,-16,-28,-10,-12,-23,-15,-23,-15,-16,-14,3,-2,-17,-8,2,,,,,
,-98,-31,-14,-3,-7,-15,-6,-4,-17,1,-5,1,-13,-3,-13,-10,-15,1,,,,,
,550,22,9,12,16,19,19,11,6,8,10,11,23,23,10,18,17,-12,,,,,
,-694,-16,17,21,3,7,12,12,22,20,11,-3,7,-8,21,2,3,1,,,,,
,207,24,1,-10,-2,-17,-12,-5,-7,-8,-17,-5,-23,-10,-16,-6,-10,,,,,,
,-558,-27,-15,-14,-8,-4,-12,-18,-9,-6,-8,2,-6,-10,-2,-13,-16,7,,,,,
,-29,27,7,4,6,10,12,9,7,24,21,10,21,8,3,16,29,5,,,,,
,1794,-27,-10,-10,-12,-7,-5,9,-11,-19,-7,-14,3,3,10,-3,-11,-2,,,,,
